grid,positionText,last_1,last_2,avg_position_real
18,4,0,,12.714285714285714
20,4,4,4,9.688524590163935
6,1,0,2,6.016260162601626
1,3,1,1,6.297520661157025
13,3,3,2,7.190476190476191
7,3,3,3,7.059701492537314
5,2,0,3,2.4715447154471546
4,2,1,1,2.819672131147541
2,1,0,1,7.787878787878788
3,1,1,3,4.203252032520325
20,4,3,0,9.975609756097562
15,4,4,4,9.08
