grid,positionText,last_1,last_2,avg_position_real
12,3,3,4,6.8264462809917354
7,3,0,0,6.016260162601626
5,3,3,3,6.8264462809917354
8,2,2,1,5.029126213592233
7,3,4,3,7.073170731707317
9,3,4,0,5.739837398373984
3,1,1,2,6.297520661157025
4,2,2,2,2.4715447154471546
10,0,3,0,6.016260162601626
6,0,0,4,9.320754716981131
1,1,1,1,4.203252032520325
2,1,1,1,2.819672131147541
16,4,4,4,9.646341463414634
0,4,4,4,15.26086956521739
0,3,3,3,7.787878787878788
13,3,4,4,9.688524590163935
11,4,3,4,8.758620689655173
17,4,4,4,12.049180327868852
12,4,4,4,9.94059405940594
15,4,0,0,7.059701492537314
14,0,4,0,9.428571428571429
0,0,3,3,8.36448598130841
17,4,4,4,15.26086956521739
19,4,4,4,9.646341463414634
4,1,2,2,2.4715447154471546
3,2,1,1,6.297520661157025
15,4,3,3,6.8264462809917354
18,4,4,4,12.049180327868852
10,0,3,4,7.073170731707317
16,0,3,4,9.688524590163935
2,1,1,1,2.819672131147541
1,1,1,1,4.203252032520325
7,3,0,4,9.428571428571429
9,3,0,0,9.320754716981131
12,3,3,4,5.739837398373984
8,3,4,4,9.94059405940594
6,3,0,3,8.36448598130841
5,2,2,2,5.029126213592233
14,4,3,3,7.787878787878788
0,4,4,0,7.059701492537314
11,4,4,3,8.758620689655173
13,4,0,3,6.016260162601626
18,4,4,4,12.049180327868852
20,4,4,4,15.26086956521739
14,4,4,3,7.787878787878788
15,0,2,2,5.029126213592233
2,1,1,1,4.203252032520325
4,1,2,1,6.297520661157025
3,2,1,2,2.4715447154471546
8,2,3,0,8.36448598130841
9,3,3,3,5.739837398373984
7,3,3,0,9.320754716981131
10,3,4,4,8.758620689655173
6,3,4,0,6.016260162601626
13,3,3,0,9.428571428571429
12,4,0,3,7.073170731707317
5,4,3,4,9.94059405940594
19,4,4,4,9.646341463414634
1,1,1,1,2.819672131147541
11,4,4,4,7.059701492537314
17,4,0,3,9.688524590163935
16,4,4,3,6.8264462809917354
11,4,3,3,5.739837398373984
10,3,3,3,9.320754716981131
17,3,4,0,9.688524590163935
15,4,4,4,6.8264462809917354
7,3,4,4,7.059701492537314
4,3,3,4,6.016260162601626
9,2,2,1,2.4715447154471546
6,2,1,1,4.203252032520325
13,0,3,4,8.758620689655173
19,4,4,4,15.26086956521739
0,4,4,3,9.94059405940594
5,3,2,3,8.36448598130841
2,1,1,1,2.819672131147541
12,4,4,4,12.049180327868852
16,4,4,4,7.787878787878788
14,4,3,3,9.428571428571429
3,1,0,2,5.029126213592233
1,1,1,2,6.297520661157025
8,0,4,0,7.073170731707317
18,4,4,4,9.646341463414634
9,3,3,2,8.36448598130841
5,3,0,4,7.073170731707317
8,4,3,3,6.016260162601626
4,2,2,2,2.4715447154471546
6,3,4,3,5.739837398373984
7,2,1,1,6.297520661157025
12,3,4,4,7.787878787878788
13,3,3,4,7.059701492537314
16,4,4,3,9.428571428571429
17,4,3,4,9.688524590163935
19,4,3,3,9.320754716981131
11,4,0,3,8.758620689655173
10,4,4,4,12.049180327868852
15,4,4,4,9.94059405940594
18,4,4,4,15.26086956521739
20,4,4,4,9.646341463414634
14,4,4,4,6.8264462809917354
3,1,1,0,5.029126213592233
2,1,2,1,4.203252032520325
1,1,1,1,2.819672131147541
5,3,3,0,7.073170731707317
2,1,2,2,2.4715447154471546
3,1,1,2,4.203252032520325
1,1,1,1,5.029126213592233
17,4,4,4,15.26086956521739
16,4,4,3,9.320754716981131
0,4,4,4,9.646341463414634
10,4,4,4,9.94059405940594
11,4,4,4,9.428571428571429
15,4,3,3,7.059701492537314
14,4,4,3,9.688524590163935
18,4,4,0,8.758620689655173
13,4,4,4,6.8264462809917354
7,3,4,4,12.049180327868852
6,3,3,4,7.787878787878788
12,4,4,3,6.016260162601626
19,3,3,4,5.739837398373984
4,2,1,1,2.819672131147541
8,3,3,3,8.36448598130841
9,2,2,1,6.297520661157025
14,0,4,4,9.428571428571429
11,0,3,4,12.049180327868852
15,4,4,4,6.8264462809917354
6,4,2,2,6.297520661157025
20,4,4,4,15.26086956521739
19,4,4,4,9.646341463414634
18,4,4,4,9.688524590163935
9,4,4,4,8.758620689655173
8,4,3,3,7.073170731707317
10,3,4,3,7.059701492537314
17,3,4,4,9.320754716981131
12,3,3,3,7.787878787878788
7,3,4,4,6.016260162601626
1,1,1,1,4.203252032520325
2,1,2,1,2.819672131147541
3,1,1,1,5.029126213592233
16,0,4,4,9.94059405940594
13,3,3,3,5.739837398373984
4,2,1,2,2.4715447154471546
5,2,3,3,8.36448598130841
17,4,4,4,9.646341463414634
3,0,1,1,4.203252032520325
11,4,0,3,12.049180327868852
4,4,2,3,8.36448598130841
12,3,0,4,9.94059405940594
6,3,0,4,9.428571428571429
7,2,3,3,5.739837398373984
16,3,4,4,8.758620689655173
15,2,4,4,9.688524590163935
18,3,4,4,15.26086956521739
1,3,1,2,2.819672131147541
5,4,3,3,7.787878787878788
13,0,3,4,6.016260162601626
19,0,4,3,7.073170731707317
10,0,1,1,5.029126213592233
9,0,3,4,7.059701492537314
8,0,4,4,6.8264462809917354
14,1,3,4,9.320754716981131
20,1,4,2,6.297520661157025
2,1,2,1,2.4715447154471546
4,2,0,1,5.029126213592233
8,2,2,3,5.739837398373984
6,3,4,2,8.36448598130841
10,3,4,3,7.787878787878788
2,3,0,1,4.203252032520325
16,4,0,4,6.8264462809917354
7,3,0,4,7.073170731707317
12,3,3,4,8.758620689655173
1,1,1,2,2.4715447154471546
5,1,1,4,6.297520661157025
3,1,3,1,2.819672131147541
15,4,4,4,9.646341463414634
13,4,1,3,9.320754716981131
20,4,0,3,6.016260162601626
14,4,3,0,9.94059405940594
11,4,0,3,7.059701492537314
19,4,3,4,15.26086956521739
17,4,4,0,12.049180327868852
18,4,2,4,9.688524590163935
9,0,3,0,9.428571428571429
8,4,4,3,9.94059405940594
13,3,3,4,8.36448598130841
16,3,4,2,9.688524590163935
12,3,4,0,7.059701492537314
2,2,1,1,6.297520661157025
19,3,4,1,9.320754716981131
17,2,3,3,8.758620689655173
7,3,4,0,6.8264462809917354
3,1,1,3,2.819672131147541
4,1,3,0,4.203252032520325
1,1,2,0,5.029126213592233
11,4,3,0,7.073170731707317
14,4,4,4,9.646341463414634
10,4,4,0,6.016260162601626
9,4,0,3,9.428571428571429
6,4,3,4,7.787878787878788
15,0,2,2,5.739837398373984
18,4,4,4,12.049180327868852
0,4,4,3,15.26086956521739
5,0,1,1,2.4715447154471546
2,1,1,1,2.819672131147541
1,1,1,2,5.029126213592233
3,1,1,3,4.203252032520325
12,0,3,4,9.320754716981131
0,4,4,3,7.787878787878788
11,0,4,4,9.94059405940594
15,4,4,4,15.26086956521739
13,4,4,0,9.428571428571429
17,4,3,3,8.36448598130841
16,3,4,3,7.073170731707317
10,3,4,4,12.049180327868852
19,3,0,1,2.4715447154471546
18,3,3,4,6.8264462809917354
14,4,4,4,9.646341463414634
4,4,2,1,6.297520661157025
9,4,3,4,9.688524590163935
7,0,0,2,5.739837398373984
8,3,2,3,8.758620689655173
6,2,3,4,7.059701492537314
5,2,4,4,6.016260162601626
17,4,4,4,9.428571428571429
14,4,0,3,9.320754716981131
16,4,4,3,9.688524590163935
20,4,2,4,6.016260162601626
11,3,4,3,8.36448598130841
9,3,3,4,7.073170731707317
5,2,1,1,4.203252032520325
6,3,3,2,8.758620689655173
2,2,1,1,2.819672131147541
10,3,3,4,12.049180327868852
8,3,2,3,7.059701492537314
7,4,0,0,5.739837398373984
3,1,4,2,6.297520661157025
1,1,1,1,5.029126213592233
4,1,3,0,2.4715447154471546
18,0,4,4,9.646341463414634
19,4,4,4,15.26086956521739
13,4,0,4,9.94059405940594
12,0,4,4,7.787878787878788
15,0,3,3,6.8264462809917354
10,0,4,2,6.016260162601626
3,0,1,4,6.297520661157025
17,0,0,4,9.646341463414634
7,3,3,3,7.073170731707317
11,3,0,3,6.8264462809917354
5,3,4,0,5.739837398373984
0,2,3,3,8.758620689655173
19,4,4,0,9.320754716981131
4,1,2,1,4.203252032520325
1,1,1,1,5.029126213592233
2,1,2,1,2.819672131147541
18,0,4,4,15.26086956521739
12,4,3,3,12.049180327868852
16,4,3,4,8.36448598130841
15,4,0,4,7.787878787878788
9,2,1,3,2.4715447154471546
6,3,3,2,7.059701492537314
13,3,4,0,9.94059405940594
14,4,4,4,9.688524590163935
8,0,4,4,9.428571428571429
1,1,0,1,6.297520661157025
4,1,1,2,2.819672131147541
3,1,1,2,4.203252032520325
2,3,1,1,5.029126213592233
6,2,2,3,8.758620689655173
9,3,4,3,8.36448598130841
7,2,3,4,5.739837398373984
10,4,0,4,9.428571428571429
18,4,0,0,9.646341463414634
11,4,4,3,12.049180327868852
19,4,3,4,9.94059405940594
15,0,3,3,7.059701492537314
8,4,3,3,7.073170731707317
14,3,4,4,9.320754716981131
12,3,4,4,9.688524590163935
13,4,4,0,7.787878787878788
17,3,3,0,6.8264462809917354
16,0,0,4,6.016260162601626
5,0,2,1,2.4715447154471546
0,4,0,4,15.26086956521739
1,2,3,1,5.029126213592233
5,2,2,2,8.758620689655173
4,3,0,2,2.4715447154471546
11,3,3,3,6.8264462809917354
8,0,4,3,7.073170731707317
7,4,2,3,5.739837398373984
15,4,4,4,12.049180327868852
9,4,3,4,9.320754716981131
19,4,4,0,9.646341463414634
18,4,4,0,9.428571428571429
20,4,4,0,15.26086956521739
14,0,4,4,7.787878787878788
6,1,1,1,4.203252032520325
3,1,1,1,2.819672131147541
2,1,1,0,6.297520661157025
17,4,4,3,9.94059405940594
16,4,3,4,9.688524590163935
13,3,0,0,6.016260162601626
12,3,0,3,7.059701492537314
10,3,3,4,8.36448598130841
13,4,4,3,9.320754716981131
4,2,2,3,5.029126213592233
9,3,3,0,6.016260162601626
6,2,2,2,8.758620689655173
17,4,0,4,7.787878787878788
0,3,3,3,6.8264462809917354
11,3,3,0,7.059701492537314
7,3,4,2,5.739837398373984
15,4,4,4,9.428571428571429
16,4,4,4,12.049180327868852
14,4,4,3,9.688524590163935
8,3,0,4,7.073170731707317
19,0,4,4,15.26086956521739
2,0,1,1,6.297520661157025
3,1,3,0,2.4715447154471546
1,1,1,1,4.203252032520325
5,1,1,1,2.819672131147541
12,4,4,4,9.94059405940594
18,4,4,4,9.646341463414634
10,4,3,3,8.36448598130841
10,3,3,0,7.073170731707317
5,4,2,2,8.758620689655173
7,4,4,4,9.428571428571429
18,4,4,4,9.646341463414634
13,4,3,3,7.059701492537314
1,1,1,3,2.4715447154471546
6,1,4,3,8.36448598130841
20,1,3,4,5.739837398373984
4,0,1,1,4.203252032520325
15,3,3,3,6.8264462809917354
16,3,4,4,9.320754716981131
9,4,4,4,9.94059405940594
19,4,0,4,15.26086956521739
2,4,0,1,6.297520661157025
14,4,2,2,5.029126213592233
17,4,4,4,9.688524590163935
3,3,1,1,2.819672131147541
11,3,3,3,6.016260162601626
12,2,4,4,12.049180327868852
8,2,4,0,7.787878787878788
20,2,0,1,4.203252032520325
3,1,4,2,5.029126213592233
1,1,3,1,2.819672131147541
2,1,1,1,2.4715447154471546
7,4,3,3,6.016260162601626
4,2,4,0,6.297520661157025
5,3,4,2,8.758620689655173
10,3,3,3,6.8264462809917354
9,4,4,3,7.059701492537314
17,4,2,4,7.787878787878788
14,4,4,4,9.94059405940594
15,4,4,4,9.428571428571429
19,4,4,0,15.26086956521739
11,4,1,4,8.36448598130841
18,4,4,4,9.646341463414634
16,4,2,4,12.049180327868852
12,0,4,4,9.688524590163935
8,3,1,3,5.739837398373984
13,3,3,4,9.320754716981131
6,3,3,3,7.073170731707317
5,2,1,3,2.819672131147541
7,1,1,4,5.029126213592233
3,1,3,3,7.073170731707317
1,1,2,0,4.203252032520325
14,3,0,4,7.205882352941177
18,3,4,2,12.049180327868852
11,3,2,4,6.297520661157025
20,4,,,12.901639344262295
17,0,4,4,9.646341463414634
19,0,4,2,7.787878787878788
4,4,3,4,8.758620689655173
13,4,3,3,9.320754716981131
10,0,4,3,6.016260162601626
9,0,0,4,9.688524590163935
16,0,4,4,9.94059405940594
15,0,4,4,9.428571428571429
2,0,1,1,2.4715447154471546
8,2,3,1,5.739837398373984
6,3,3,3,6.8264462809917354
12,3,4,1,8.36448598130841
15,4,0,4,9.94059405940594
5,0,3,0,7.205882352941177
18,4,4,,12.901639344262295
11,4,0,4,9.646341463414634
14,0,1,1,5.029126213592233
13,3,4,3,9.320754716981131
3,3,2,3,5.739837398373984
8,3,0,4,6.016260162601626
7,4,3,4,8.36448598130841
19,4,3,4,12.049180327868852
0,4,0,4,9.428571428571429
12,3,0,0,9.688524590163935
16,4,0,4,7.787878787878788
10,0,3,2,6.297520661157025
2,1,0,1,2.4715447154471546
1,1,2,1,2.819672131147541
4,1,1,2,4.203252032520325
6,2,4,3,8.758620689655173
17,3,3,3,6.8264462809917354
9,2,1,3,7.073170731707317
11,3,3,0,6.016260162601626
5,3,0,3,6.297520661157025
13,2,2,4,8.758620689655173
3,2,3,0,9.688524590163935
4,3,3,3,6.8264462809917354
1,1,1,2,2.819672131147541
7,1,1,0,2.4715447154471546
2,1,1,1,4.203252032520325
14,4,0,3,7.205882352941177
8,4,2,1,7.073170731707317
20,4,4,0,7.787878787878788
0,4,4,0,9.428571428571429
6,4,0,1,5.029126213592233
0,3,4,0,9.94059405940594
9,3,3,2,5.739837398373984
10,0,4,3,8.36448598130841
15,4,4,4,12.901639344262295
12,4,4,0,9.646341463414634
19,4,4,3,12.049180327868852
17,4,3,4,9.320754716981131
3,1,1,1,2.4715447154471546
1,1,1,1,2.819672131147541
4,1,4,0,5.029126213592233
11,3,0,4,8.36448598130841
8,2,3,3,6.016260162601626
5,2,4,2,7.073170731707317
9,3,4,0,7.205882352941177
2,4,1,1,4.203252032520325
20,4,4,4,9.646341463414634
7,4,3,3,5.739837398373984
15,4,4,4,12.049180327868852
18,4,4,4,12.901639344262295
14,0,3,4,9.94059405940594
19,0,4,3,9.320754716981131
16,4,4,4,7.787878787878788
17,4,4,4,9.428571428571429
13,0,4,4,7.059701492537314
10,3,3,0,6.297520661157025
6,3,2,3,9.688524590163935
12,3,2,2,8.758620689655173
8,2,1,4,5.029126213592233
9,2,3,2,8.758620689655173
6,3,3,2,9.688524590163935
3,3,0,4,7.059701492537314
17,0,0,3,9.94059405940594
10,3,2,4,7.073170731707317
16,3,0,4,9.320754716981131
7,4,3,0,8.36448598130841
20,4,4,4,7.787878787878788
5,4,2,3,6.016260162601626
12,4,4,3,5.739837398373984
11,4,3,3,6.297520661157025
18,4,4,4,12.901639344262295
15,4,4,4,9.646341463414634
19,4,4,4,12.049180327868852
13,4,4,4,9.428571428571429
14,3,3,4,7.205882352941177
2,1,1,1,2.819672131147541
1,1,4,1,4.203252032520325
4,1,1,1,2.4715447154471546
12,4,3,0,9.320754716981131
5,2,3,3,9.688524590163935
7,3,4,4,5.739837398373984
4,2,3,3,6.8264462809917354
13,4,4,2,6.016260162601626
8,3,3,2,7.073170731707317
10,3,4,3,8.36448598130841
6,3,2,3,8.758620689655173
16,4,0,0,9.94059405940594
14,4,4,4,7.787878787878788
15,4,3,3,7.205882352941177
11,3,4,3,6.297520661157025
17,4,4,4,9.428571428571429
19,4,4,4,12.901639344262295
20,4,4,4,12.049180327868852
3,1,1,1,2.4715447154471546
1,1,1,1,2.819672131147541
2,1,1,4,4.203252032520325
9,0,2,1,5.029126213592233
18,4,4,4,9.646341463414634
3,1,1,1,2.4715447154471546
2,1,1,1,4.203252032520325
1,1,1,1,2.819672131147541
11,4,4,3,9.320754716981131
4,2,4,4,6.016260162601626
6,2,4,3,7.205882352941177
5,3,3,2,8.758620689655173
10,3,3,3,7.073170731707317
12,3,3,4,8.36448598130841
9,3,2,3,9.688524590163935
8,3,2,3,6.8264462809917354
16,4,4,4,7.787878787878788
17,4,4,4,9.428571428571429
13,4,0,2,5.029126213592233
14,4,3,4,6.297520661157025
19,4,4,4,12.901639344262295
7,0,3,4,5.739837398373984
20,4,4,0,9.94059405940594
18,0,4,4,12.049180327868852
15,0,4,4,9.646341463414634
1,3,1,1,2.819672131147541
7,3,2,4,6.016260162601626
2,2,1,1,4.203252032520325
6,2,3,3,7.073170731707317
12,3,2,4,7.205882352941177
20,4,4,4,12.901639344262295
4,3,3,2,6.8264462809917354
11,3,4,4,9.320754716981131
14,4,4,4,7.787878787878788
19,4,0,4,9.646341463414634
9,4,3,3,8.758620689655173
16,4,4,4,9.428571428571429
18,4,0,4,12.049180327868852
15,0,4,4,9.94059405940594
13,0,4,0,5.029126213592233
5,0,1,1,2.4715447154471546
17,0,4,3,6.297520661157025
10,1,3,3,8.36448598130841
8,1,3,2,9.688524590163935
3,1,0,3,5.739837398373984
8,2,3,2,6.016260162601626
9,0,1,0,5.739837398373984
3,0,0,1,2.4715447154471546
17,0,4,0,12.049180327868852
13,3,4,4,7.787878787878788
14,3,0,4,6.297520661157025
18,4,4,0,9.646341463414634
5,3,0,4,5.029126213592233
15,4,4,4,9.428571428571429
12,3,3,4,9.320754716981131
11,3,2,3,7.073170731707317
7,2,3,3,6.8264462809917354
16,0,1,3,8.36448598130841
20,0,0,4,9.94059405940594
1,1,3,1,2.819672131147541
4,1,4,3,8.758620689655173
2,1,2,1,4.203252032520325
19,0,4,4,12.901639344262295
10,0,3,2,7.205882352941177
6,0,1,3,9.688524590163935
5,2,2,3,6.016260162601626
10,3,3,0,5.029126213592233
8,4,3,2,7.073170731707317
14,4,3,0,6.297520661157025
19,4,3,4,7.787878787878788
1,1,1,3,2.819672131147541
2,1,0,0,2.4715447154471546
3,1,1,2,4.203252032520325
12,0,0,1,9.688524590163935
6,0,0,1,5.739837398373984
13,4,4,4,9.646341463414634
18,4,0,0,9.94059405940594
20,4,0,4,12.901639344262295
16,4,4,4,9.428571428571429
15,3,1,4,8.758620689655173
9,3,0,1,8.36448598130841
11,3,3,3,9.320754716981131
17,4,0,4,12.049180327868852
7,3,0,3,7.205882352941177
4,2,2,3,6.8264462809917354
14,3,4,0,12.049180327868852
2,1,1,1,2.819672131147541
11,4,4,3,6.297520661157025
16,3,4,4,9.428571428571429
5,0,3,1,8.758620689655173
7,0,3,0,7.205882352941177
1,0,1,1,4.203252032520325
20,3,3,0,7.059701492537314
19,4,4,3,7.787878787878788
13,4,3,3,9.320754716981131
18,4,4,0,12.901639344262295
15,4,4,0,9.94059405940594
17,0,4,4,9.646341463414634
8,0,4,3,7.073170731707317
6,1,2,2,6.016260162601626
3,1,1,0,2.4715447154471546
9,2,2,2,6.8264462809917354
4,3,3,3,5.029126213592233
12,3,3,0,8.36448598130841
10,2,0,0,5.739837398373984
8,4,0,4,7.073170731707317
14,4,0,4,9.646341463414634
17,4,3,4,12.049180327868852
4,2,3,3,5.029126213592233
11,3,0,3,7.205882352941177
16,4,4,4,7.787878787878788
15,3,4,4,6.297520661157025
10,3,1,2,6.016260162601626
19,4,4,4,9.94059405940594
6,4,0,3,8.758620689655173
5,3,2,2,6.8264462809917354
9,2,3,3,8.36448598130841
7,3,2,0,5.739837398373984
3,1,1,1,2.4715447154471546
2,1,0,1,4.203252032520325
1,1,1,1,2.819672131147541
12,0,0,0,9.688524590163935
13,4,4,3,9.320754716981131
20,4,4,4,12.901639344262295
18,4,3,4,9.428571428571429
17,0,4,4,9.94059405940594
3,0,1,1,2.4715447154471546
11,3,3,2,6.8264462809917354
7,2,2,3,5.029126213592233
18,3,4,4,7.787878787878788
20,3,4,3,12.049180327868852
12,0,3,0,7.205882352941177
1,1,1,0,4.203252032520325
8,2,4,4,9.320754716981131
10,3,3,2,5.739837398373984
16,4,4,3,9.428571428571429
15,4,0,0,9.688524590163935
4,0,2,3,8.36448598130841
13,0,4,0,9.646341463414634
19,4,4,4,12.901639344262295
9,3,4,0,7.073170731707317
14,4,3,4,6.297520661157025
6,4,4,0,8.758620689655173
5,1,3,1,6.016260162601626
2,1,1,1,2.819672131147541
15,2,3,3,5.739837398373984
2,3,0,1,2.4715447154471546
8,4,3,4,7.787878787878788
19,4,0,2,8.36448598130841
9,4,1,1,4.203252032520325
11,1,4,3,6.297520661157025
3,1,3,3,6.8264462809917354
6,1,1,1,2.819672131147541
10,0,3,4,12.049180327868852
0,0,4,4,12.901639344262295
7,4,0,3,7.205882352941177
14,3,3,4,7.073170731707317
12,2,2,2,5.029126213592233
4,3,4,4,8.758620689655173
1,3,4,0,9.688524590163935
5,3,1,3,6.016260162601626
0,4,0,4,9.646341463414634
13,4,0,4,9.94059405940594
17,0,4,4,9.428571428571429
16,4,2,4,9.320754716981131
12,3,2,2,5.029126213592233
7,3,4,0,7.205882352941177
10,4,4,2,9.320754716981131
1,1,1,1,2.819672131147541
18,4,4,0,9.94059405940594
5,4,1,3,6.8264462809917354
13,0,3,4,9.688524590163935
2,3,4,1,4.203252032520325
14,4,4,0,9.646341463414634
17,4,4,3,7.787878787878788
20,4,0,4,12.901639344262295
11,4,1,4,6.297520661157025
19,0,0,4,9.428571428571429
16,4,0,3,12.049180327868852
4,1,3,4,8.758620689655173
3,1,3,0,2.4715447154471546
9,2,3,3,7.073170731707317
6,3,3,1,6.016260162601626
8,3,4,0,8.36448598130841
15,2,2,3,5.739837398373984
4,0,3,2,5.029126213592233
18,4,4,4,7.787878787878788
15,4,4,4,9.94059405940594
8,2,2,2,5.739837398373984
1,3,3,4,4.203252032520325
9,4,3,4,8.36448598130841
19,3,2,3,7.073170731707317
2,3,4,4,9.646341463414634
14,4,4,0,12.049180327868852
3,0,1,3,2.4715447154471546
16,0,4,0,12.901639344262295
13,4,4,1,6.297520661157025
17,4,,,16.0
20,4,,,18.0
11,1,3,4,7.205882352941177
5,1,4,1,6.8264462809917354
12,3,1,3,8.758620689655173
10,1,0,3,9.688524590163935
6,3,4,4,9.320754716981131
7,2,3,3,6.016260162601626
2,1,3,3,4.203252032520325
20,4,4,4,9.94059405940594
6,3,2,2,5.739837398373984
11,3,2,3,6.016260162601626
9,3,4,3,8.36448598130841
10,3,1,3,7.205882352941177
17,4,4,,18.0
18,4,0,4,12.901639344262295
5,2,3,1,8.758620689655173
4,2,3,2,7.073170731707317
3,1,1,1,2.819672131147541
1,1,0,1,2.4715447154471546
16,4,3,4,9.646341463414634
13,4,4,4,6.297520661157025
12,4,0,3,5.029126213592233
15,4,4,4,7.787878787878788
7,4,3,4,9.320754716981131
8,3,1,0,9.688524590163935
14,4,4,4,12.049180327868852
19,0,1,4,6.8264462809917354
14,4,3,4,6.016260162601626
4,3,2,4,7.073170731707317
11,2,2,4,6.8264462809917354
19,4,4,4,12.883720930232558
5,3,3,1,5.739837398373984
12,3,3,4,9.688524590163935
13,3,3,1,5.029126213592233
6,0,1,3,4.203252032520325
20,4,0,4,12.954545454545455
15,4,4,2,9.646341463414634
17,0,4,4,12.901639344262295
10,3,4,4,6.297520661157025
16,4,4,4,7.787878787878788
8,4,3,3,9.545454545454545
18,4,4,4,12.049180327868852
1,1,1,1,2.819672131147541
3,1,0,3,7.190476190476191
7,1,1,4,2.4715447154471546
2,4,4,0,8.36448598130841
9,2,4,3,7.205882352941177
7,2,4,1,7.073170731707317
8,3,1,2,5.739837398373984
13,3,3,4,9.545454545454545
19,0,4,,12.954545454545455
17,4,4,0,12.901639344262295
5,4,0,3,8.36448598130841
18,4,4,4,12.883720930232558
20,4,4,4,6.297520661157025
15,4,2,0,9.646341463414634
16,4,3,3,7.205882352941177
12,4,4,4,12.049180327868852
14,4,4,4,7.787878787878788
10,3,4,3,9.688524590163935
2,1,1,1,2.819672131147541
4,3,1,2,5.029126213592233
6,3,4,3,6.016260162601626
9,0,3,3,7.190476190476191
0,2,4,4,6.8264462809917354
1,1,4,1,2.4715447154471546
3,1,3,0,4.203252032520325
20,4,,,9.545454545454545
2,4,0,1,6.8264462809917354
15,3,4,4,7.190476190476191
9,3,3,1,7.205882352941177
10,3,3,1,9.688524590163935
5,3,3,4,8.36448598130841
6,3,3,2,6.016260162601626
11,2,3,2,5.739837398373984
4,2,4,0,5.029126213592233
7,1,2,3,7.073170731707317
1,1,1,1,2.819672131147541
14,0,4,0,12.901639344262295
18,4,,,12.883720930232558
19,4,,,12.954545454545455
8,0,1,3,4.203252032520325
3,1,1,0,2.4715447154471546
12,0,4,3,9.646341463414634
0,4,4,4,6.297520661157025
16,4,4,4,7.787878787878788
17,4,4,4,12.049180327868852
3,1,1,1,2.4715447154471546
14,4,4,3,9.545454545454545
18,4,0,4,12.901639344262295
2,1,1,1,2.819672131147541
8,3,3,3,5.029126213592233
6,3,2,4,7.205882352941177
13,3,1,0,7.190476190476191
16,3,4,3,6.016260162601626
9,3,4,4,8.36448598130841
1,1,0,1,4.203252032520325
4,2,2,2,6.8264462809917354
7,2,3,2,7.073170731707317
15,0,4,4,7.787878787878788
19,4,4,4,12.883720930232558
20,4,4,0,12.954545454545455
11,4,4,4,9.646341463414634
12,4,4,4,12.049180327868852
5,4,3,3,5.739837398373984
10,4,3,4,6.297520661157025
17,4,3,3,9.688524590163935
6,3,4,3,5.739837398373984
8,2,2,2,6.8264462809917354
12,3,3,4,8.36448598130841
5,3,3,2,7.205882352941177
11,4,4,3,9.688524590163935
4,2,3,3,5.029126213592233
18,4,4,4,12.883720930232558
7,3,3,4,6.016260162601626
16,0,4,4,9.545454545454545
10,4,3,1,7.190476190476191
13,4,4,3,6.297520661157025
19,4,4,0,12.901639344262295
20,4,4,4,12.954545454545455
15,4,4,4,9.646341463414634
17,4,0,4,7.787878787878788
9,3,2,3,7.073170731707317
14,4,4,4,12.049180327868852
3,1,1,0,4.203252032520325
2,1,1,1,2.4715447154471546
1,1,1,1,2.819672131147541
5,1,3,2,7.073170731707317
7,3,1,1,2.819672131147541
19,4,4,4,12.954545454545455
2,1,1,1,2.4715447154471546
14,4,4,0,7.787878787878788
10,3,4,4,12.049180327868852
11,3,3,3,7.205882352941177
16,4,0,4,9.545454545454545
18,4,4,4,12.901639344262295
15,4,4,4,9.646341463414634
17,4,4,3,7.190476190476191
12,4,3,3,6.016260162601626
9,2,2,2,6.8264462809917354
13,3,4,4,9.688524590163935
3,0,1,1,4.203252032520325
1,0,2,3,5.029126213592233
6,3,3,3,8.36448598130841
4,1,3,4,5.739837398373984
8,2,4,4,6.297520661157025
11,1,2,4,6.297520661157025
19,0,3,4,9.688524590163935
3,0,1,1,2.4715447154471546
20,4,3,4,12.049180327868852
6,1,2,2,6.8264462809917354
9,2,1,3,7.073170731707317
8,3,4,4,7.190476190476191
7,3,4,0,9.545454545454545
5,3,1,3,5.739837398373984
17,4,4,4,12.883720930232558
18,4,4,4,12.954545454545455
2,4,3,1,2.819672131147541
10,4,0,1,4.203252032520325
16,4,4,4,12.901639344262295
12,0,3,3,7.205882352941177
1,2,0,2,5.029126213592233
4,1,3,3,8.36448598130841
13,3,4,3,6.016260162601626
14,3,4,4,7.787878787878788
15,0,4,4,9.646341463414634
7,3,2,0,5.029126213592233
5,1,4,0,4.203252032520325
2,1,4,3,2.819672131147541
4,2,1,2,6.8264462809917354
1,1,0,1,2.4715447154471546
8,3,3,4,7.190476190476191
12,3,3,1,5.739837398373984
14,4,1,2,6.297520661157025
9,3,0,3,9.688524590163935
18,4,3,4,7.787878787878788
11,3,3,4,9.545454545454545
17,4,0,3,7.205882352941177
3,2,2,1,7.073170731707317
19,4,4,4,12.883720930232558
15,4,4,3,12.049180327868852
13,4,3,4,6.016260162601626
10,0,0,4,9.646341463414634
16,4,4,4,12.901639344262295
20,4,4,4,12.954545454545455
6,0,1,3,8.36448598130841
9,3,3,3,7.190476190476191
5,4,3,3,5.739837398373984
14,4,0,0,9.646341463414634
19,3,3,0,9.688524590163935
8,2,2,2,7.073170731707317
3,2,1,4,4.203252032520325
4,1,2,1,6.8264462809917354
2,1,1,4,2.819672131147541
