grid,positionText,current_points,current_wins,last_1,last_2,last_3,last_4,last_5,rolling_avg_pos_move_5,avg_position_real_rolling_5,propensity_1,propensity_0,sma_3
18,1,247.0,0,1,0,1,1,1,4.4,12.8,0.7777777777777778,0.2222222222222222,11.0
3,1,1.0,5,0,1,0,0,1,0.2,4.2,0.5789473684210527,0.42105263157894735,4.0
13,1,37.0,0,0,1,0,0,0,-1.6,13.2,0.47058823529411764,0.5294117647058824,10.666666666666666
8,0,49.0,0,0,0,0,0,0,2.0,8.2,0.5714285714285714,0.42857142857142855,7.0
1,1,320.0,11,1,0,1,1,1,-0.4,2.0,0.8421052631578947,0.15789473684210525,2.6666666666666665
14,1,6.0,0,1,0,1,0,0,1.8,,1.0,0.0,8.666666666666666
15,1,0.0,0,1,1,0,1,1,2.8,,1.0,0.0,11.333333333333334
5,0,10.0,0,1,1,1,1,1,4.8,,1.0,0.0,2.0
12,0,0.0,0,1,,,,,,,1.0,0.0,
19,1,0.0,0,1,,,,,,,1.0,0.0,
20,1,1.0,0,1,,,,,,,1.0,0.0,
16,1,0.0,0,1,0,1,,,,,1.0,0.0,
1,1,8.0,0,0,0,0,0,0,0.6,,0.0,1.0,7.0
18,1,1.0,0,0,1,1,1,1,4.2,,0.0,1.0,14.333333333333334
9,0,0.0,0,1,,,,,,,1.0,0.0,
2,0,26.0,0,0,1,0,1,0,-0.2,,0.0,1.0,3.3333333333333335
3,1,22.0,1,1,1,1,0,1,-0.8,,1.0,0.0,2.0
8,0,4.0,0,0,0,1,1,1,1.0,,0.0,1.0,2.3333333333333335
13,0,2.0,0,1,0,1,1,1,3.0,,1.0,0.0,11.666666666666666
6,1,2.0,0,0,1,0,1,0,0.6,,0.0,1.0,11.333333333333334
4,1,43.0,1,1,0,0,0,0,-1.2,,1.0,0.0,5.0
4,0,37.0,0,1,0,0,0,0,0.2,,0.5,0.5,5.666666666666667
0,1,5.0,0,0,1,,,,,,0.5,0.5,
9,1,36.0,0,1,0,1,0,1,-0.2,,0.5,0.5,10.666666666666666
6,0,1.0,0,0,1,0,1,1,4.8,,0.5,0.5,10.333333333333334
2,1,18.0,2,1,1,1,1,0,0.0,,1.0,0.0,1.0
16,1,12.0,0,1,0,1,1,1,4.8,,0.5,0.5,15.0
12,0,8.0,0,1,1,0,1,0,2.2,,1.0,0.0,9.333333333333334
15,1,13.0,0,0,1,,,,,,0.5,0.5,
13,0,6.0,0,0,0,0,1,1,1.4,,0.0,1.0,4.333333333333333
1,1,26.0,1,1,1,0,0,0,-0.4,,1.0,0.0,4.0
17,1,0.0,0,1,1,,,,,,1.0,0.0,
5,0,44.0,0,0,1,1,1,1,1.8,,0.5,0.5,3.0
3,1,39.0,0,0,0,1,0,1,-1.0,,0.0,1.0,4.333333333333333
19,1,3.0,0,1,1,0,1,,,,1.0,0.0,
18,1,0.0,0,1,1,,,,,,1.0,0.0,
16,1,0.0,0,1,1,1,,,,,1.0,0.0,
0,1,0.0,0,1,1,1,,,,,1.0,0.0,
13,0,13.0,0,1,1,0,1,1,4.6,,0.6666666666666666,0.3333333333333333,13.0
1,1,0.0,2,1,1,1,0,0,-0.6,,1.0,0.0,3.0
15,1,8.0,0,0,0,0,0,0,1.2,,0.0,1.0,8.0
4,0,86.0,0,0,0,1,1,1,1.8,,0.3333333333333333,0.6666666666666666,3.6666666666666665
3,1,51.0,0,1,0,0,1,0,-1.4,,0.3333333333333333,0.6666666666666666,3.3333333333333335
17,1,3.0,0,1,1,1,0,1,,,1.0,0.0,
11,1,13.0,0,1,0,1,,,,,0.6666666666666666,0.3333333333333333,
8,0,52.0,0,0,1,0,0,0,-0.4,,0.3333333333333333,0.6666666666666666,5.0
5,0,12.0,0,0,1,1,0,1,2.6,,0.6666666666666666,0.3333333333333333,8.666666666666666
9,0,6.0,0,1,0,0,0,1,3.0,,1.0,0.0,8.333333333333334
0,1,6.0,0,0,0,0,0,1,2.0,,0.0,1.0,6.333333333333333
12,1,47.0,0,1,1,0,1,0,-1.2,,0.6666666666666666,0.3333333333333333,12.0
7,0,13.0,0,1,0,1,,,,,0.6666666666666666,0.3333333333333333,
2,1,87.0,2,1,1,1,1,1,0.4,,1.0,0.0,1.0
5,0,13.0,0,0,0,1,0,0,0.2,,0.25,0.75,4.333333333333333
2,1,66.0,3,1,1,1,1,1,0.4,,1.0,0.0,1.3333333333333333
8,0,6.0,0,1,1,1,0,1,-1.6,,0.75,0.25,13.0
3,0,0.0,0,1,1,0,0,1,-0.6,,0.5,0.5,3.6666666666666665
7,1,6.0,0,0,1,0,0,0,-0.8,,1.0,0.0,11.0
14,1,4.0,0,1,0,0,0,0,-0.6,,0.25,0.75,8.666666666666666
11,1,0.0,0,1,1,0,1,,,,0.75,0.25,10.0
19,1,105.0,0,1,1,1,1,,,,1.0,0.0,15.333333333333334
15,1,112.0,0,0,0,1,1,0,2.0,,0.5,0.5,8.0
4,1,57.0,0,0,0,0,1,1,1.2,,0.25,0.75,4.0
12,0,6.0,0,0,1,0,0,0,2.8,,0.5,0.5,8.333333333333334
17,1,1.0,0,1,1,1,1,,,,1.0,0.0,16.333333333333332
6,0,3.0,0,0,0,0,1,0,3.4,,0.3333333333333333,0.6666666666666666,9.0
0,1,64.0,0,1,0,0,0,0,1.4,,0.5,0.5,8.666666666666666
1,1,12.0,2,1,1,1,1,0,-0.2,,1.0,0.0,1.6666666666666667
18,1,0.0,0,1,1,1,1,0,3.4,,1.0,0.0,12.666666666666666
9,0,13.0,0,0,0,1,1,1,2.4,,1.0,0.0,11.333333333333334
13,1,10.0,0,0,0,0,0,0,6.2,,0.0,1.0,4.0
8,0,9.0,0,0,0,0,0,1,1.4,,0.25,0.75,6.666666666666667
16,1,12.0,0,1,0,0,1,1,0.8,10.4,0.6,0.4,9.666666666666666
10,0,13.0,0,1,1,1,0,1,-1.6,11.0,0.8,0.2,10.666666666666666
6,0,2.0,0,1,0,0,0,0,4.0,,0.5,0.5,6.666666666666667
2,1,14.0,2,1,1,1,1,1,0.2,1.6,1.0,0.0,1.6666666666666667
9,0,8.0,0,0,0,1,0,0,2.8,,0.3333333333333333,0.6666666666666666,7.0
12,1,32.0,0,0,0,1,0,1,,,0.5,0.5,10.666666666666666
18,1,7.0,0,1,1,1,1,1,3.0,13.8,1.0,0.0,14.333333333333334
20,1,0.0,0,1,1,1,1,1,-1.8,16.8,1.0,0.0,17.0
17,1,13.0,0,0,0,1,1,0,5.2,,0.5,0.5,11.666666666666666
7,0,4.0,0,0,0,0,1,1,1.0,,0.6666666666666666,0.3333333333333333,10.333333333333334
4,1,78.0,0,0,1,1,0,0,-1.0,3.8,0.4,0.6,3.3333333333333335
11,1,14.0,0,1,1,0,0,0,-1.2,,0.6666666666666666,0.3333333333333333,11.0
14,1,6.0,0,1,1,0,0,0,-0.8,9.6,0.4,0.6,11.0
19,1,0.0,0,1,1,1,1,1,2.2,15.8,1.0,0.0,16.0
1,1,120.0,4,1,1,1,1,1,0.6,1.4,1.0,0.0,1.3333333333333333
3,0,137.0,0,1,0,0,0,1,0.8,3.6,0.4,0.6,3.6666666666666665
5,1,57.0,0,0,1,1,1,0,-2.0,10.4,0.6,0.4,11.0
13,1,0.0,0,1,0,1,0,0,-0.8,,1.0,0.0,9.0
12,1,7.0,0,1,1,1,1,1,3.0,14.6,1.0,0.0,15.666666666666666
2,1,133.0,5,1,1,1,1,1,0.8,1.2,1.0,0.0,1.3333333333333333
1,1,88.0,0,1,0,1,1,0,-0.4,3.4,0.5,0.5,3.0
16,1,12.0,0,1,1,1,0,0,-1.6,11.4,0.5,0.5,13.666666666666666
7,0,14.0,0,1,1,1,0,0,-1.8,,0.75,0.25,13.333333333333334
4,0,2.0,0,0,1,0,0,0,1.2,,0.3333333333333333,0.6666666666666666,8.333333333333334
17,0,13.0,0,1,0,0,1,1,4.0,12.0,0.6,0.4,12.333333333333334
15,1,12.0,0,1,1,0,0,1,2.2,10.2,0.6666666666666666,0.3333333333333333,11.0
0,1,72.0,0,1,0,1,1,1,-4.0,12.0,0.6666666666666666,0.3333333333333333,11.333333333333334
19,1,0.0,0,1,1,1,1,1,-2.0,17.0,1.0,0.0,17.333333333333332
3,1,100.0,0,0,0,0,0,1,0.0,4.6,0.2,0.8,5.0
18,1,0.0,0,1,1,1,1,1,2.4,15.6,1.0,0.0,15.666666666666666
5,0,10.0,0,0,0,0,0,0,2.8,7.2,0.2,0.8,5.666666666666667
10,1,6.0,0,0,0,0,0,1,1.8,,0.5,0.5,9.333333333333334
9,0,162.0,0,0,1,0,0,0,0.4,3.8,0.3333333333333333,0.6666666666666666,3.6666666666666665
11,1,16.0,0,0,0,0,1,0,2.8,,0.25,0.75,7.0
6,0,18.0,2,1,1,1,1,1,-0.2,2.0,1.0,0.0,2.0
14,1,0.0,0,1,1,0,1,0,-0.6,,1.0,0.0,9.666666666666666
4,0,111.0,0,0,0,1,0,0,1.0,4.0,0.2857142857142857,0.7142857142857143,4.0
13,0,14.0,0,0,1,1,1,0,-2.0,10.8,0.6,0.4,11.0
1,1,100.0,6,1,1,1,1,1,0.6,1.2,1.0,0.0,1.0
11,1,0.0,0,0,0,1,1,1,-1.0,9.8,0.6666666666666666,0.3333333333333333,10.0
2,1,6.0,2,0,1,1,1,1,-0.2,2.4,0.8571428571428571,0.14285714285714285,3.0
16,1,16.0,0,1,1,1,0,1,-0.6,,1.0,0.0,11.333333333333334
15,1,10.0,0,1,1,0,1,1,-6.0,12.8,0.7142857142857143,0.2857142857142857,12.666666666666666
5,0,37.0,0,0,1,0,0,1,-0.8,11.0,0.6,0.4,12.333333333333334
19,1,14.0,0,1,0,0,0,0,1.6,9.6,0.6,0.4,8.666666666666666
12,0,26.0,0,1,1,1,1,0,-1.6,13.0,0.5714285714285714,0.42857142857142855,15.333333333333334
6,0,0.0,0,1,0,0,0,1,1.8,9.2,0.4,0.6,8.333333333333334
10,1,0.0,0,1,1,1,1,1,1.8,15.0,1.0,0.0,16.0
7,0,87.0,0,1,1,0,1,1,0.0,2.8,0.5714285714285714,0.42857142857142855,2.6666666666666665
3,1,16.0,0,1,0,0,0,0,0.0,4.2,0.3333333333333333,0.6666666666666666,4.333333333333333
17,1,19.0,0,0,1,0,0,1,4.2,12.0,0.5,0.5,11.333333333333334
8,1,151.0,0,0,0,1,0,0,-0.6,,0.25,0.75,9.0
14,1,7.0,0,1,1,1,0,0,2.0,10.6,0.7142857142857143,0.2857142857142857,13.0
20,1,18.0,0,1,1,1,1,1,2.0,15.8,1.0,0.0,16.0
9,1,13.0,0,0,0,0,0,0,1.0,6.6,0.16666666666666666,0.8333333333333334,6.333333333333333
18,1,2.0,0,1,1,1,1,1,-2.6,17.4,1.0,0.0,18.0
16,1,6.0,0,1,1,0,0,0,1.6,10.4,0.6666666666666666,0.3333333333333333,10.333333333333334
17,1,0.0,0,1,1,1,1,1,-2.8,17.6,1.0,0.0,18.0
4,0,166.0,6,1,1,1,1,1,0.4,1.2,1.0,0.0,1.0
2,1,197.0,1,0,0,0,1,0,0.8,4.0,0.25,0.75,4.333333333333333
9,0,126.0,0,0,1,1,0,1,0.4,3.2,0.5,0.5,3.0
15,1,14.0,0,0,0,1,1,1,-1.8,11.0,0.5,0.5,9.333333333333334
6,0,16.0,0,0,1,1,1,1,-1.4,12.6,0.5,0.5,13.0
11,1,0.0,0,1,1,1,1,0,-1.0,13.0,1.0,0.0,14.666666666666666
19,0,16.0,0,0,1,0,0,0,1.8,7.6,0.3333333333333333,0.6666666666666666,7.666666666666667
14,1,21.0,0,1,0,1,0,0,4.2,11.8,0.5714285714285714,0.42857142857142855,12.666666666666666
7,1,7.0,0,1,1,1,1,1,-0.2,15.2,1.0,0.0,16.0
18,1,13.0,0,1,0,0,1,1,-2.4,11.0,0.7142857142857143,0.2857142857142857,11.333333333333334
0,1,1.0,0,1,1,1,1,1,2.0,16.4,1.0,0.0,16.666666666666668
10,1,105.0,0,1,1,1,0,1,-5.6,13.6,0.75,0.25,16.0
12,1,2.0,0,1,0,0,1,0,-1.4,9.0,0.4,0.6,8.666666666666666
13,1,22.0,0,1,1,1,1,0,1.6,11.4,0.75,0.25,12.0
8,0,10.0,0,1,0,0,0,0,-0.2,7.0,0.2857142857142857,0.7142857142857143,7.666666666666667
1,1,123.0,0,1,1,0,0,0,0.4,4.2,0.42857142857142855,0.5714285714285714,3.6666666666666665
5,0,43.0,0,0,0,1,0,0,-0.8,10.4,0.5,0.5,9.333333333333334
3,1,187.0,2,1,0,1,1,1,0.0,2.4,0.875,0.125,3.0
4,0,223.0,1,1,0,0,0,1,1.0,3.4,0.3333333333333333,0.6666666666666666,3.3333333333333335
15,1,22.0,0,1,1,1,1,1,2.2,12.4,0.7777777777777778,0.2222222222222222,11.666666666666666
10,1,14.0,0,1,0,0,1,1,-1.6,10.8,0.5714285714285714,0.42857142857142855,9.333333333333334
19,1,1.0,0,1,1,1,1,1,-1.8,17.0,1.0,0.0,17.666666666666668
12,0,17.0,0,0,0,1,1,1,0.0,12.4,0.4444444444444444,0.5555555555555556,10.333333333333334
6,1,136.0,0,0,0,1,1,0,1.4,3.4,0.4444444444444444,0.5555555555555556,3.6666666666666665
1,1,30.0,2,1,1,0,1,1,0.0,2.8,0.8888888888888888,0.1111111111111111,3.0
17,0,6.0,0,1,1,1,0,0,0.8,11.4,0.7142857142857143,0.2857142857142857,13.666666666666666
2,1,184.0,7,0,1,1,1,1,0.2,1.8,0.8888888888888888,0.1111111111111111,2.3333333333333335
9,1,13.0,0,1,1,0,0,1,0.2,12.0,0.75,0.25,12.666666666666666
7,0,2.0,0,1,1,0,0,1,-1.4,10.0,0.5,0.5,9.666666666666666
3,1,123.0,0,1,1,1,0,0,0.4,3.6,0.5,0.5,2.6666666666666665
5,0,12.0,0,0,1,0,0,0,0.0,7.2,0.25,0.75,8.333333333333334
20,1,0.0,0,1,1,1,1,1,-0.2,18.4,1.0,0.0,18.666666666666668
18,1,25.0,0,1,1,0,1,0,3.4,12.2,0.625,0.375,12.0
8,1,55.0,0,0,0,0,1,0,-1.6,10.4,0.42857142857142855,0.5714285714285714,8.666666666666666
13,0,22.0,0,0,0,1,0,0,3.6,7.8,0.2857142857142857,0.7142857142857143,8.333333333333334
4,1,22.0,0,0,0,1,0,0,0.2,6.8,0.2222222222222222,0.7777777777777778,7.0
7,0,38.0,0,0,0,0,1,0,4.2,7.4,0.25,0.75,6.666666666666667
12,0,120.0,0,0,1,1,1,1,-7.2,14.8,0.7777777777777778,0.2222222222222222,17.666666666666668
2,1,15.0,2,0,1,0,0,0,0.6,3.8,0.3,0.7,3.3333333333333335
11,1,225.0,0,0,1,1,1,1,-1.8,14.8,1.0,0.0,13.0
17,1,184.0,0,1,1,1,1,1,-1.2,16.4,1.0,0.0,17.0
16,0,0.0,0,1,1,1,0,0,-0.4,12.2,0.7777777777777778,0.2222222222222222,14.0
5,1,18.0,0,0,0,0,1,1,0.8,11.2,0.4,0.6,8.0
15,0,27.0,0,1,1,1,0,1,3.6,13.0,0.6666666666666666,0.3333333333333333,13.333333333333334
6,0,22.0,0,0,1,1,1,1,-1.8,14.0,1.0,0.0,16.666666666666668
1,0,25.0,7,1,0,1,1,1,0.2,1.8,0.9,0.1,2.3333333333333335
20,1,162.0,0,1,0,0,1,1,-0.4,5.8,0.5,0.5,8.333333333333334
18,1,8.0,0,1,1,1,1,1,1.0,17.8,1.0,0.0,17.666666666666668
14,1,55.0,0,0,1,1,1,0,2.4,11.4,0.625,0.375,13.333333333333334
15,1,1.0,0,1,1,1,1,1,-0.8,15.6,1.0,0.0,14.333333333333334
5,1,181.0,0,1,1,0,0,1,2.8,5.8,0.5454545454545454,0.45454545454545453,7.333333333333333
11,1,18.0,0,0,1,1,0,0,1.0,10.2,0.625,0.375,10.333333333333334
12,1,13.0,0,0,1,1,1,0,1.6,11.2,0.7,0.3,11.0
3,1,188.0,8,0,1,0,1,1,-1.4,3.4,0.8181818181818182,0.18181818181818182,5.0
18,1,31.0,0,0,1,1,1,0,5.6,10.6,0.6,0.4,10.333333333333334
13,1,18.0,0,1,0,1,1,1,4.6,10.6,0.6666666666666666,0.3333333333333333,9.666666666666666
19,1,0.0,0,1,1,1,1,1,2.2,16.2,1.0,0.0,15.0
4,0,156.0,0,0,1,1,1,1,-0.2,3.2,0.5555555555555556,0.4444444444444444,2.6666666666666665
2,0,17.0,2,0,1,1,1,0,0.0,2.8,0.9,0.1,2.3333333333333335
14,1,132.0,0,0,0,1,1,1,-6.6,15.0,0.7,0.3,14.666666666666666
16,1,24.0,0,0,1,1,1,1,1.8,12.8,0.8,0.2,13.333333333333334
17,1,16.0,0,1,0,1,1,1,-2.6,14.2,1.0,0.0,13.0
20,1,8.0,0,0,0,1,1,0,-1.6,9.0,0.42857142857142855,0.5714285714285714,10.0
10,0,17.0,0,1,0,0,0,1,0.0,10.2,0.45454545454545453,0.5454545454545454,9.666666666666666
6,0,27.0,0,1,0,0,1,0,-2.4,8.6,0.3,0.7,8.333333333333334
8,0,22.0,0,0,0,0,0,1,4.0,7.2,0.2222222222222222,0.7777777777777778,6.333333333333333
7,0,63.0,0,0,1,0,0,0,-1.6,9.0,0.5,0.5,8.666666666666666
1,1,250.0,2,1,0,1,0,0,1.0,3.2,0.36363636363636365,0.6363636363636364,2.3333333333333335
18,1,26.0,0,1,1,0,1,1,-2.6,14.0,1.0,0.0,13.666666666666666
9,1,1.0,0,0,0,0,1,1,-1.4,13.4,0.8571428571428571,0.14285714285714285,14.333333333333334
12,0,18.0,0,1,0,1,1,0,1.2,10.0,0.6666666666666666,0.3333333333333333,11.666666666666666
14,1,1.0,0,1,1,1,1,1,-1.4,15.6,1.0,0.0,13.666666666666666
7,0,24.0,0,1,0,1,1,1,2.0,12.6,0.8181818181818182,0.18181818181818182,13.0
10,1,8.0,0,1,0,0,1,1,0.2,10.0,0.5,0.5,11.0
3,1,203.0,8,1,0,1,0,1,-1.2,3.4,0.8333333333333334,0.16666666666666666,3.6666666666666665
4,1,58.0,2,0,0,1,1,1,-1.0,3.8,0.8181818181818182,0.18181818181818182,4.333333333333333
6,1,21.0,0,0,1,0,0,0,0.4,8.6,0.4166666666666667,0.5833333333333334,9.0
16,1,31.0,0,1,0,1,1,1,4.2,12.2,0.6363636363636364,0.36363636363636365,11.333333333333334
0,1,0.0,0,1,1,1,1,1,2.0,16.4,1.0,0.0,14.666666666666666
13,0,33.0,0,0,1,0,0,1,-1.8,8.2,0.2727272727272727,0.7272727272727273,8.0
1,1,169.0,1,0,0,1,1,1,-0.2,3.0,0.5,0.5,3.0
19,0,19.0,0,1,1,0,1,1,4.2,11.6,0.7,0.3,9.0
11,1,65.0,0,0,0,1,0,0,-1.8,9.2,0.4444444444444444,0.5555555555555556,8.666666666666666
8,1,157.0,0,1,0,0,1,1,-4.6,14.8,0.7272727272727273,0.2727272727272727,13.333333333333334
17,0,21.0,0,1,0,1,1,1,1.6,11.6,0.7272727272727273,0.2727272727272727,9.333333333333334
2,0,181.0,0,1,1,1,0,0,3.4,6.0,0.5833333333333334,0.4166666666666667,7.0
17,1,33.0,0,0,0,1,0,0,-0.8,8.0,0.25,0.75,9.666666666666666
16,1,65.0,0,1,0,0,1,0,-2.0,9.2,0.5,0.5,10.333333333333334
18,0,25.0,0,0,1,0,1,1,1.6,11.4,0.75,0.25,11.333333333333334
5,0,8.0,0,1,1,0,0,1,-0.2,11.6,0.5555555555555556,0.4444444444444444,11.666666666666666
0,1,31.0,0,1,0,1,0,0,-2.6,10.4,0.46153846153846156,0.5384615384615384,11.666666666666666
1,1,169.0,2,1,0,0,1,1,-0.2,2.6,0.5454545454545454,0.45454545454545453,2.6666666666666665
3,1,58.0,2,1,0,0,1,1,-1.2,3.6,0.8333333333333334,0.16666666666666666,4.333333333333333
8,0,27.0,0,0,1,0,1,1,4.8,9.6,0.6666666666666666,0.3333333333333333,7.0
4,1,185.0,0,0,1,1,1,0,2.6,5.8,0.5384615384615384,0.46153846153846156,3.0
14,1,3.0,0,1,1,1,1,1,-1.8,14.8,1.0,0.0,14.0
6,0,18.0,0,0,1,0,1,1,2.0,10.2,0.6,0.4,10.0
19,0,284.0,2,0,1,1,0,1,0.0,2.6,0.4166666666666667,0.5833333333333334,2.6666666666666665
13,1,1.0,0,1,0,0,0,1,-2.8,14.0,0.875,0.125,12.0
10,0,34.0,0,1,1,1,0,1,-2.4,15.0,1.0,0.0,16.333333333333332
2,1,221.0,8,1,1,0,1,0,-1.0,3.6,0.8461538461538461,0.15384615384615385,4.0
9,1,31.0,0,1,1,0,1,1,4.6,11.6,0.6666666666666666,0.3333333333333333,10.333333333333334
15,1,0.0,0,1,1,1,1,1,-1.4,16.2,1.0,0.0,15.333333333333334
8,0,18.0,0,0,0,1,0,1,1.2,9.6,0.5454545454545454,0.45454545454545453,8.333333333333334
4,1,296.0,2,0,0,1,1,0,2.2,3.4,0.38461538461538464,0.6153846153846154,3.6666666666666665
17,1,1.0,0,1,1,0,0,0,-3.4,14.4,0.8888888888888888,0.1111111111111111,12.0
10,1,42.0,0,0,1,1,1,0,-1.0,13.6,0.9230769230769231,0.07692307692307693,15.0
6,0,27.0,0,0,0,1,0,1,4.6,7.8,0.6153846153846154,0.38461538461538464,7.0
5,0,58.0,2,1,1,0,0,1,-1.0,3.6,0.8461538461538461,0.15384615384615385,4.333333333333333
14,1,19.0,0,0,0,1,1,0,5.6,10.2,0.6363636363636364,0.36363636363636365,8.333333333333334
7,1,34.0,0,0,0,0,0,0,4.6,6.0,0.2,0.8,5.333333333333333
20,1,8.0,0,0,1,1,0,0,0.6,10.2,0.5,0.5,10.666666666666666
9,0,69.0,0,1,1,0,0,1,0.0,9.4,0.5454545454545454,0.45454545454545453,10.0
16,1,31.0,0,1,1,1,0,1,4.0,11.2,0.6923076923076923,0.3076923076923077,13.0
13,1,200.0,0,0,1,1,0,0,-2.0,13.8,0.75,0.25,11.0
11,0,33.0,0,1,0,0,1,0,0.2,8.8,0.3076923076923077,0.6923076923076923,8.666666666666666
3,1,200.0,1,1,0,1,1,1,-0.2,7.6,0.5714285714285714,0.42857142857142855,6.666666666666667
2,0,231.0,8,1,1,1,0,1,-1.0,3.2,0.8571428571428571,0.14285714285714285,2.0
19,1,0.0,0,1,1,1,1,1,-1.2,15.6,1.0,0.0,17.666666666666668
1,1,194.0,2,1,1,0,0,1,-0.2,2.2,0.5833333333333334,0.4166666666666667,2.0
16,1,33.0,0,0,1,0,0,1,0.6,9.6,0.2857142857142857,0.7142857142857143,9.333333333333334
7,0,69.0,0,0,1,1,0,0,0.6,9.6,0.5,0.5,9.333333333333334
19,1,19.0,0,1,0,0,1,1,5.6,9.8,0.6666666666666666,0.3333333333333333,12.333333333333334
2,1,249.0,9,0,1,1,1,0,-1.6,3.8,0.8,0.2,3.0
1,1,194.0,2,1,1,1,0,0,-0.2,2.2,0.6153846153846154,0.38461538461538464,1.3333333333333333
5,0,34.0,0,1,0,0,0,0,3.6,7.2,0.2727272727272727,0.7272727272727273,7.333333333333333
15,1,34.0,0,0,1,1,0,1,-5.0,11.6,0.5,0.5,12.666666666666666
14,1,31.0,0,1,1,1,1,0,3.6,11.2,0.7142857142857143,0.2857142857142857,11.666666666666666
4,1,58.0,2,0,1,1,0,0,-1.0,4.0,0.7857142857142857,0.21428571428571427,3.3333333333333335
11,0,35.0,0,0,0,0,1,0,3.4,10.4,0.6923076923076923,0.3076923076923077,8.0
9,0,322.0,2,1,0,0,1,1,2.2,3.8,0.42857142857142855,0.5714285714285714,4.333333333333333
12,1,52.0,0,1,0,1,1,1,-0.4,13.6,0.9285714285714286,0.07142857142857142,12.333333333333334
6,1,20.0,0,0,0,0,1,0,0.6,8.8,0.5,0.5,7.333333333333333
0,0,33.0,0,0,0,0,1,0,5.2,6.6,0.5714285714285714,0.42857142857142855,5.666666666666667
13,0,215.0,0,1,0,1,1,0,-2.4,13.8,0.7692307692307693,0.23076923076923078,14.0
6,0,4.0,0,0,0,0,0,1,2.2,6.4,0.5333333333333333,0.4666666666666667,5.666666666666667
10,1,34.0,0,0,1,1,1,0,-1.4,12.6,0.9,0.1,13.333333333333334
13,1,21.0,0,1,0,1,1,0,-5.4,12.6,0.5333333333333333,0.4666666666666667,14.666666666666666
18,1,1.0,0,0,0,1,1,1,1.8,14.0,1.0,0.0,15.0
11,1,0.0,0,1,1,0,1,1,-0.6,14.0,0.9333333333333333,0.06666666666666667,11.333333333333334
7,0,66.0,0,0,1,0,0,0,1.2,6.8,0.25,0.75,7.666666666666667
2,0,37.0,2,1,1,1,1,0,-0.6,2.2,0.6428571428571429,0.35714285714285715,2.0
14,1,274.0,0,1,1,0,0,1,5.4,10.4,0.6923076923076923,0.3076923076923077,11.333333333333334
3,1,338.0,3,1,0,1,1,0,-0.4,4.0,0.8,0.2,3.0
4,1,212.0,9,1,0,1,1,1,0.2,2.2,0.8125,0.1875,2.6666666666666665
12,0,64.0,0,1,1,1,1,1,2.0,12.6,0.7333333333333333,0.26666666666666666,12.0
0,1,8.0,0,0,1,1,1,1,-1.6,15.8,1.0,0.0,16.666666666666668
19,1,31.0,0,0,1,0,1,1,0.2,11.8,0.7142857142857143,0.2857142857142857,12.666666666666666
8,1,75.0,0,0,0,1,1,0,1.0,9.0,0.46153846153846156,0.5384615384615384,8.333333333333334
9,0,212.0,0,1,0,1,0,0,3.0,9.6,0.3333333333333333,0.6666666666666666,11.0
17,0,35.0,0,0,0,0,0,1,3.8,9.6,0.6428571428571429,0.35714285714285715,6.666666666666667
1,1,20.0,1,0,1,1,0,1,2.2,4.6,0.6,0.4,6.0
10,0,74.0,0,0,1,0,1,0,3.4,9.8,0.3125,0.6875,9.666666666666666
16,1,77.0,0,0,1,1,1,1,2.4,11.0,0.6875,0.3125,11.0
3,1,230.0,10,1,1,0,1,1,0.0,2.6,0.8235294117647058,0.17647058823529413,2.6666666666666665
20,1,8.0,0,1,0,1,1,1,-6.6,17.2,1.0,0.0,16.666666666666668
4,0,34.0,2,0,0,1,0,0,3.4,3.6,0.4,0.6,5.0
12,1,236.0,0,0,1,0,0,0,-0.2,8.8,0.5384615384615384,0.46153846153846156,8.0
13,0,76.0,0,0,0,1,0,1,1.8,10.6,0.5454545454545454,0.45454545454545453,10.666666666666666
17,1,31.0,0,1,0,1,0,1,0.2,13.2,0.7333333333333333,0.26666666666666666,13.666666666666666
9,1,289.0,0,1,1,1,0,0,4.0,11.8,0.7142857142857143,0.2857142857142857,12.333333333333334
5,0,4.0,0,0,0,0,0,0,2.2,5.2,0.5,0.5,5.0
18,1,38.0,0,1,0,1,1,1,-1.0,12.0,0.9090909090909091,0.09090909090909091,13.333333333333334
15,1,0.0,0,1,1,1,0,1,-1.0,13.2,0.9375,0.0625,13.0
1,0,43.0,2,0,1,1,1,1,-1.4,2.6,0.6,0.4,3.6666666666666665
6,1,363.0,3,1,1,0,1,1,1.2,2.6,0.8125,0.1875,2.6666666666666665
11,0,35.0,0,0,0,0,0,0,6.0,7.8,0.6,0.4,7.333333333333333
7,1,34.0,0,0,0,1,0,0,0.2,6.6,0.23076923076923078,0.7692307692307693,7.666666666666667
19,1,1.0,0,1,0,0,1,1,1.2,14.4,1.0,0.0,15.0
2,1,20.0,1,1,0,1,1,0,-1.6,4.6,0.625,0.375,5.333333333333333
5,1,314.0,10,1,1,1,0,1,0.2,2.4,0.8333333333333334,0.16666666666666666,1.6666666666666667
11,0,20.0,0,1,0,1,0,0,0.4,8.4,0.5714285714285714,0.42857142857142855,9.666666666666666
4,0,230.0,2,0,0,1,1,1,-2.0,3.2,0.5625,0.4375,4.333333333333333
12,1,249.0,0,1,1,0,1,0,0.4,13.6,0.75,0.25,13.0
1,1,35.0,4,1,1,1,0,1,1.6,2.6,0.8235294117647058,0.17647058823529413,2.0
