grid,positionText,current_points,current_wins,last_1,last_2,last_3,last_4,last_5,rolling_avg_pos_move_5,avg_position_real_rolling_5,propensity_1,propensity_0,sma_3
6,1,30.0,1,0,0,0,0,0,2.8,,0.0,1.0,4.0
1,0,33.0,2,1,1,1,1,0,0.0,,1.0,0.0,1.6666666666666667
8,1,3.0,0,1,1,0,0,0,-0.8,,1.0,0.0,10.666666666666666
13,0,37.0,0,0,0,0,0,1,3.8,,0.0,1.0,8.0
16,1,2.0,0,1,0,,,,,,1.0,0.0,
2,1,45.0,0,0,1,0,1,1,0.8,,1.0,0.0,3.3333333333333335
11,1,0.0,0,0,0,1,0,0,2.6,,0.0,1.0,12.333333333333334
9,0,6.0,0,1,1,0,1,0,0.2,,1.0,0.0,9.666666666666666
15,1,0.0,0,1,1,1,0,0,,,1.0,0.0,
14,1,40.0,0,0,0,1,0,1,4.8,,0.0,1.0,10.666666666666666
10,1,0.0,0,1,0,1,1,1,0.4,,1.0,0.0,13.666666666666666
5,0,22.0,0,0,0,0,0,1,2.2,,0.0,1.0,3.6666666666666665
12,1,0.0,0,1,1,0,0,0,0.4,,1.0,0.0,7.666666666666667
18,1,0.0,0,1,1,1,1,0,1.4,,1.0,0.0,16.0
16,0,40.0,0,1,0,0,1,0,3.4,,0.3333333333333333,0.6666666666666666,11.0
19,1,4.0,0,1,1,1,1,0,0.2,,1.0,0.0,17.333333333333332
15,1,0.0,0,1,0,0,1,0,2.0,,0.5,0.5,10.333333333333334
12,0,37.0,0,0,0,0,0,0,3.4,,0.0,1.0,7.666666666666667
2,1,0.0,1,0,1,1,1,0,4.2,,0.6666666666666666,0.3333333333333333,3.0
1,0,0.0,2,0,1,1,1,1,-0.8,,0.6666666666666666,0.3333333333333333,4.0
8,1,13.0,0,1,1,1,0,0,-2.0,,1.0,0.0,11.666666666666666
10,0,8.0,0,1,1,1,1,1,1.2,,1.0,0.0,15.333333333333334
13,0,1.0,0,1,1,1,,,,,1.0,0.0,
9,0,8.0,0,0,1,1,0,1,-1.0,,0.6666666666666666,0.3333333333333333,10.333333333333334
17,1,11.0,0,1,0,0,1,1,3.0,,0.5,0.5,15.333333333333334
18,1,12.0,0,1,0,0,1,1,3.2,,0.5,0.5,15.333333333333334
6,1,70.0,0,1,0,1,0,1,0.2,,1.0,0.0,3.3333333333333335
17,1,12.0,0,1,1,0,0,1,5.0,,0.6666666666666666,0.3333333333333333,14.666666666666666
20,1,4.0,0,1,1,1,1,1,0.8,,1.0,0.0,15.666666666666666
7,0,0.0,0,1,1,0,0,1,2.2,,0.6666666666666666,0.3333333333333333,12.0
18,1,9.0,0,0,1,1,1,1,1.6,,0.75,0.25,12.0
19,1,2.0,0,0,1,1,0,,,,1.0,0.0,
1,1,78.0,2,1,0,1,1,1,1.2,,0.75,0.25,2.6666666666666665
8,0,47.0,0,0,0,0,0,0,4.8,,0.0,1.0,7.0
9,0,8.0,0,0,0,1,1,0,-0.2,,0.5,0.5,8.333333333333334
14,1,1.0,0,0,1,1,1,,,,0.75,0.25,12.333333333333334
6,0,48.0,1,0,1,0,0,0,3.6,,0.5,0.5,3.3333333333333335
5,1,32.0,0,0,0,0,0,0,-0.2,,0.0,1.0,5.0
2,1,22.0,0,0,1,1,0,1,1.6,,0.6666666666666666,0.3333333333333333,1.6666666666666667
3,0,0.0,2,0,0,1,1,1,-1.6,,0.5,0.5,4.333333333333333
15,0,19.0,0,1,1,1,1,0,-0.2,,1.0,0.0,10.333333333333334
11,0,35.0,0,0,0,0,0,0,0.0,,0.0,1.0,6.0
4,0,110.0,0,0,1,1,0,1,0.6,,1.0,0.0,3.0
1,1,60.0,2,0,0,1,0,0,3.6,,0.3333333333333333,0.6666666666666666,4.0
2,1,0.0,2,0,0,0,1,1,-1.8,3.6,0.4,0.6,5.333333333333333
10,0,19.0,0,0,1,1,0,0,2.6,,0.6666666666666666,0.3333333333333333,15.333333333333334
6,0,17.0,0,0,0,1,1,1,0.6,,1.0,0.0,9.666666666666666
8,1,8.0,0,0,0,0,1,1,0.8,8.4,0.4,0.6,7.0
18,1,1.0,0,0,0,1,1,0,-0.6,,1.0,0.0,14.333333333333334
12,1,68.0,0,0,0,1,0,0,3.4,,0.25,0.75,10.0
13,1,2.0,0,1,0,1,1,0,,,1.0,0.0,
3,1,96.0,2,1,1,0,1,1,1.2,2.2,0.8,0.2,2.0
5,0,26.0,0,1,0,1,1,0,1.8,,0.75,0.25,2.0
20,0,32.0,0,1,0,0,0,0,0.0,,0.3333333333333333,0.6666666666666666,4.333333333333333
16,1,18.0,0,1,1,1,0,0,5.0,,0.75,0.25,13.333333333333334
17,1,9.0,0,1,0,1,1,1,3.6,12.2,0.8,0.2,11.0
9,1,20.0,0,0,1,1,1,1,0.8,10.2,0.8,0.2,8.0
19,1,0.0,0,0,1,1,0,0,1.2,,0.5,0.5,9.666666666666666
13,1,11.0,0,0,1,0,1,1,4.6,12.0,0.8,0.2,11.666666666666666
18,1,2.0,0,1,1,0,1,1,,,1.0,0.0,15.0
2,1,32.0,0,0,1,0,1,1,1.8,3.8,0.6,0.4,3.0
9,0,8.0,0,1,0,0,0,1,0.6,8.4,0.5,0.5,7.333333333333333
4,0,121.0,2,1,1,1,0,1,1.4,2.4,0.8333333333333334,0.16666666666666666,1.6666666666666667
10,1,24.0,0,1,0,1,1,1,0.0,10.4,0.8333333333333334,0.16666666666666666,8.0
16,1,19.0,0,0,0,1,1,0,1.8,,0.5,0.5,12.333333333333334
5,0,120.0,0,0,0,1,1,0,0.6,,0.75,0.25,3.0
8,0,17.0,0,0,0,0,1,1,0.4,,0.75,0.25,9.0
1,1,0.0,3,1,0,0,0,1,-2.2,3.8,0.5,0.5,3.3333333333333335
6,0,68.0,2,1,0,0,1,0,3.6,,0.5,0.5,2.3333333333333335
11,1,0.0,0,1,0,1,1,0,2.2,9.4,0.6,0.4,10.666666666666666
19,1,18.0,0,1,1,1,1,0,5.6,12.0,0.8,0.2,11.666666666666666
3,1,32.0,0,0,1,0,0,0,2.4,,0.25,0.75,5.666666666666667
7,0,50.0,0,0,0,0,0,0,1.2,,0.0,1.0,6.666666666666667
15,1,86.0,0,1,0,0,1,0,2.8,10.6,0.4,0.6,12.0
20,1,1.0,0,1,0,0,1,1,0.0,,1.0,0.0,14.333333333333334
2,0,34.0,0,1,0,1,0,1,0.4,2.6,0.6666666666666666,0.3333333333333333,3.0
3,0,0.0,3,1,1,0,0,0,-2.2,3.8,0.5714285714285714,0.42857142857142855,2.3333333333333335
17,1,92.0,0,1,1,0,0,1,2.2,12.0,0.5,0.5,13.0
7,0,8.0,0,0,1,0,0,0,1.0,7.8,0.42857142857142855,0.5714285714285714,8.333333333333334
18,1,2.0,0,1,1,1,0,1,1.4,15.4,1.0,0.0,15.666666666666666
20,1,4.0,0,0,0,1,1,1,1.4,14.8,1.0,0.0,14.0
6,1,145.0,0,0,0,0,1,1,0.2,3.6,0.6,0.4,4.0
16,1,96.0,0,0,0,0,0,0,4.4,6.8,0.0,1.0,7.333333333333333
19,1,11.0,0,0,1,1,0,1,3.8,12.8,0.8333333333333334,0.16666666666666666,12.0
5,0,83.0,2,0,1,0,0,1,2.4,3.0,0.4,0.6,3.3333333333333335
10,1,1.0,0,1,1,0,0,1,2.4,,1.0,0.0,14.666666666666666
15,1,18.0,0,1,1,1,1,1,4.8,13.2,0.8333333333333334,0.16666666666666666,13.0
9,0,0.0,0,1,1,0,1,1,1.6,11.0,0.6666666666666666,0.3333333333333333,10.666666666666666
1,1,131.0,3,0,1,1,1,0,0.0,2.8,0.7142857142857143,0.2857142857142857,3.0
12,0,68.0,0,0,0,0,0,0,1.0,6.8,0.0,1.0,7.0
4,1,32.0,0,1,0,1,0,0,2.2,5.2,0.4,0.6,5.0
8,1,11.0,0,1,0,1,0,1,4.2,11.4,0.8333333333333334,0.16666666666666666,8.666666666666666
5,0,1.0,0,1,1,1,0,0,1.2,13.6,1.0,0.0,12.666666666666666
17,1,3.0,0,1,1,1,1,0,1.4,15.4,1.0,0.0,16.0
12,1,37.0,0,0,1,0,0,1,2.6,10.4,0.6,0.4,10.0
16,0,28.0,0,0,1,1,0,1,0.0,10.0,0.8571428571428571,0.14285714285714285,11.666666666666666
8,0,12.0,0,0,1,1,0,1,2.0,10.2,0.5714285714285714,0.42857142857142855,10.666666666666666
11,0,23.0,0,0,0,0,0,0,0.0,9.6,0.6,0.4,8.666666666666666
18,0,19.0,0,1,1,0,1,0,2.4,11.0,0.8571428571428571,0.14285714285714285,10.0
13,0,96.0,0,1,0,0,0,0,3.4,9.0,0.16666666666666666,0.8333333333333334,10.333333333333334
6,1,0.0,3,0,1,1,0,0,-1.2,3.2,0.5,0.5,2.6666666666666665
14,1,13.0,0,1,0,1,1,0,3.0,13.4,0.8571428571428571,0.14285714285714285,15.0
4,1,36.0,1,1,1,0,1,0,3.0,4.4,0.5,0.5,4.666666666666667
9,1,8.0,0,0,0,1,0,0,0.8,7.6,0.375,0.625,8.666666666666666
20,1,18.0,0,1,1,1,1,1,4.4,12.6,0.8571428571428571,0.14285714285714285,13.0
15,1,92.0,0,1,1,1,0,0,2.0,12.8,0.5714285714285714,0.42857142857142855,14.0
3,1,145.0,0,1,0,0,0,1,1.0,3.6,0.6666666666666666,0.3333333333333333,4.333333333333333
12,1,28.0,0,0,0,1,1,0,2.6,9.0,0.75,0.25,11.0
10,0,24.0,0,0,0,0,0,0,0.6,8.4,0.5,0.5,7.0
14,1,39.0,0,1,0,1,0,0,2.6,11.8,0.6666666666666666,0.3333333333333333,9.666666666666666
3,1,163.0,0,1,1,0,0,0,1.4,3.4,0.7142857142857143,0.2857142857142857,3.6666666666666665
2,1,0.0,4,1,0,1,1,0,0.0,3.0,0.5555555555555556,0.4444444444444444,3.0
6,0,116.0,2,0,0,0,1,0,1.8,3.0,0.3333333333333333,0.6666666666666666,3.0
19,1,13.0,0,1,1,0,1,1,2.2,13.4,0.875,0.125,16.0
13,0,106.0,0,0,1,0,0,0,3.2,9.2,0.14285714285714285,0.8571428571428571,10.666666666666666
11,0,93.0,0,0,0,0,0,0,1.6,7.2,0.0,1.0,8.0
18,1,3.0,0,1,1,1,1,1,2.0,15.0,1.0,0.0,15.0
4,0,42.0,0,0,0,1,0,1,-0.8,3.6,0.5714285714285714,0.42857142857142855,4.666666666666667
17,1,104.0,0,1,1,1,1,0,1.8,13.2,0.625,0.375,14.333333333333334
1,1,171.0,3,0,1,0,1,1,0.0,2.2,0.75,0.25,3.0
7,0,12.0,0,0,0,1,1,0,2.2,8.6,0.5,0.5,8.0
17,1,4.0,0,0,0,1,0,0,2.4,14.6,1.0,0.0,12.0
13,0,18.0,0,0,1,1,1,1,5.0,12.4,0.875,0.125,12.666666666666666
2,1,52.0,0,0,0,0,1,0,-1.0,4.0,0.5,0.5,4.333333333333333
7,0,105.0,0,0,0,0,0,0,2.4,7.2,0.0,1.0,7.333333333333333
9,1,29.0,0,0,0,1,1,0,4.2,9.0,0.75,0.25,9.666666666666666
16,1,39.0,0,1,1,0,1,0,3.0,10.8,0.7142857142857143,0.2857142857142857,11.666666666666666
8,1,8.0,0,0,1,0,0,1,-0.6,9.0,0.4444444444444444,0.5555555555555556,9.333333333333334
5,1,20.0,0,0,0,0,1,1,1.6,9.2,0.4444444444444444,0.5555555555555556,6.666666666666667
3,1,188.0,0,1,1,1,0,0,0.6,3.6,0.75,0.25,2.6666666666666665
15,0,30.0,0,0,0,0,0,0,1.6,7.8,0.42857142857142855,0.5714285714285714,7.333333333333333
10,0,28.0,0,1,0,0,1,1,2.0,10.4,0.7777777777777778,0.2222222222222222,10.333333333333334
11,1,106.0,0,0,0,1,0,0,3.0,9.4,0.125,0.875,10.666666666666666
19,1,122.0,0,1,1,1,1,1,1.6,13.6,0.6666666666666666,0.3333333333333333,12.666666666666666
6,0,2.0,0,0,0,1,1,1,0.8,11.8,0.8333333333333334,0.16666666666666666,9.0
4,0,40.0,1,0,1,1,1,0,3.6,3.6,0.5714285714285714,0.42857142857142855,2.0
14,1,171.0,4,1,0,1,0,1,-0.4,2.4,0.7777777777777778,0.2222222222222222,2.6666666666666665
1,1,189.0,5,1,1,0,1,0,2.2,2.4,0.8,0.2,1.3333333333333333
2,0,52.0,0,1,0,0,0,1,-1.0,4.0,0.5555555555555556,0.4444444444444444,4.333333333333333
6,0,45.0,0,1,1,1,0,1,2.4,11.2,0.75,0.25,12.666666666666666
4,1,0.0,4,0,1,1,0,1,0.4,2.4,0.6,0.4,3.0
15,1,13.0,0,0,1,1,1,0,3.2,14.2,0.8888888888888888,0.1111111111111111,14.333333333333334
5,0,8.0,0,1,0,1,0,0,-1.8,10.0,0.5,0.5,10.666666666666666
10,1,2.0,0,0,0,0,1,1,2.2,9.6,0.7142857142857143,0.2857142857142857,7.0
20,1,5.0,0,0,1,1,1,1,1.8,15.0,1.0,0.0,14.0
13,1,105.0,0,0,0,0,0,0,2.6,7.0,0.0,1.0,6.666666666666667
8,1,4.0,0,1,0,0,1,0,5.0,13.2,1.0,0.0,12.0
18,1,30.0,0,0,0,0,0,0,2.8,7.2,0.375,0.625,7.0
14,1,26.0,0,0,0,1,1,1,5.0,11.6,0.7777777777777778,0.2222222222222222,10.666666666666666
3,1,213.0,0,1,1,1,1,0,0.6,3.4,0.7777777777777778,0.2222222222222222,2.6666666666666665
12,0,146.0,2,0,0,0,0,0,1.0,3.8,0.2857142857142857,0.7142857142857143,4.333333333333333
11,0,118.0,0,1,0,0,1,0,1.0,11.2,0.2222222222222222,0.7777777777777778,10.666666666666666
19,1,30.0,0,0,1,0,0,1,1.4,10.0,0.7,0.3,8.0
9,0,21.0,0,1,0,0,0,1,-0.8,8.8,0.5,0.5,8.333333333333334
2,1,0.0,5,1,0,1,1,0,0.8,2.4,0.6363636363636364,0.36363636363636365,2.0
19,0,52.0,0,0,1,0,0,0,-1.6,4.0,0.5,0.5,3.6666666666666665
7,1,44.0,1,0,0,0,1,1,3.2,3.8,0.5,0.5,2.3333333333333335
14,1,8.0,0,0,1,0,1,0,-2.2,9.8,0.45454545454545453,0.5454545454545454,11.0
9,0,27.0,0,0,1,0,0,0,0.0,7.6,0.45454545454545453,0.5454545454545454,9.0
5,0,2.0,0,1,0,0,0,1,1.6,8.6,0.75,0.25,6.666666666666667
1,1,214.0,5,1,1,1,0,1,2.2,2.0,0.8181818181818182,0.18181818181818182,1.3333333333333333
10,0,49.0,0,0,1,1,1,0,1.8,11.0,0.6666666666666666,0.3333333333333333,11.0
16,1,6.0,0,1,0,1,1,1,3.2,15.0,1.0,0.0,14.333333333333334
13,1,28.0,0,1,0,0,1,1,3.8,12.4,0.8,0.2,11.333333333333334
18,1,144.0,0,0,1,1,1,1,3.2,13.4,0.7,0.3,13.0
3,0,40.0,0,1,0,0,0,0,3.8,8.6,0.4444444444444444,0.5555555555555556,9.333333333333334
11,1,4.0,0,1,1,0,0,1,5.4,11.4,1.0,0.0,11.666666666666666
17,1,13.0,0,1,0,1,1,1,1.4,15.4,0.9,0.1,14.333333333333334
4,0,30.0,0,1,0,1,0,0,3.0,10.4,0.7272727272727273,0.2727272727272727,10.333333333333334
8,0,6.0,0,0,1,0,0,0,3.4,8.0,0.4,0.6,9.0
10,0,27.0,0,1,1,0,1,1,2.2,14.6,0.9090909090909091,0.09090909090909091,14.0
5,0,52.0,1,1,0,0,0,1,1.8,2.6,0.5555555555555556,0.4444444444444444,2.6666666666666665
11,1,118.0,0,0,0,1,0,0,-0.4,8.0,0.4166666666666667,0.5833333333333334,8.666666666666666
17,1,46.0,0,1,0,1,1,1,4.0,13.2,0.7272727272727273,0.2727272727272727,13.0
20,1,8.0,0,0,1,0,0,0,2.2,7.8,0.1111111111111111,0.8888888888888888,7.666666666666667
14,0,13.0,0,0,1,0,1,0,3.6,8.6,0.6666666666666666,0.3333333333333333,8.666666666666666
1,1,256.0,0,0,1,1,1,1,0.8,2.8,0.8,0.2,3.0
15,1,45.0,0,0,0,1,0,0,1.6,10.8,0.7777777777777778,0.2222222222222222,11.333333333333334
9,1,2.0,0,0,0,1,1,1,1.0,10.6,0.6,0.4,9.666666666666666
2,0,44.0,5,1,1,0,1,1,1.0,2.4,0.6666666666666666,0.3333333333333333,1.3333333333333333
12,1,34.0,0,1,1,0,1,1,3.8,14.0,1.0,0.0,14.0
7,0,28.0,0,1,0,1,0,1,-1.8,10.4,0.5,0.5,10.666666666666666
18,1,159.0,0,1,1,0,0,1,3.6,11.4,0.8181818181818182,0.18181818181818182,11.333333333333334
3,1,226.0,6,1,1,1,1,0,2.2,1.4,0.8333333333333334,0.16666666666666666,1.3333333333333333
4,1,1.0,0,0,0,1,0,0,1.4,4.4,0.45454545454545453,0.5454545454545454,3.6666666666666665
16,1,27.0,0,1,0,0,1,0,-2.0,10.2,0.46153846153846156,0.5384615384615384,10.333333333333334
13,0,45.0,0,1,0,0,1,0,1.6,11.0,0.8,0.2,11.666666666666666
6,0,174.0,2,0,0,0,0,0,2.4,3.6,0.25,0.75,4.333333333333333
11,0,126.0,0,0,0,0,1,0,1.6,11.2,0.2,0.8,10.666666666666666
15,1,49.0,0,1,0,0,1,1,-0.2,11.2,0.6363636363636364,0.36363636363636365,9.666666666666666
7,1,38.0,0,0,0,1,0,1,3.2,8.6,0.6153846153846154,0.38461538461538464,8.666666666666666
19,1,6.0,0,1,1,1,0,1,3.6,13.0,1.0,0.0,12.666666666666666
2,1,50.0,1,0,1,0,0,0,1.8,3.0,0.5,0.5,4.0
1,1,241.0,7,1,1,1,1,1,2.6,1.4,0.8461538461538461,0.15384615384615385,1.3333333333333333
18,1,171.0,0,1,1,0,1,1,4.0,13.2,0.75,0.25,13.333333333333334
14,1,28.0,0,1,1,1,0,0,3.8,11.8,0.8333333333333334,0.16666666666666666,13.333333333333334
10,1,148.0,0,1,0,1,0,0,3.6,9.0,0.2,0.8,10.0
20,1,15.0,0,0,1,1,0,1,2.0,13.0,0.8333333333333334,0.16666666666666666,13.0
4,0,53.0,0,1,0,0,1,0,2.6,3.6,0.5,0.5,4.0
5,0,281.0,0,1,0,1,1,1,0.0,2.6,0.8181818181818182,0.18181818181818182,2.6666666666666665
12,0,8.0,0,0,1,0,1,0,-1.8,10.4,0.46153846153846156,0.5384615384615384,9.333333333333334
8,1,2.0,0,0,0,1,0,0,-0.4,7.6,0.6666666666666666,0.3333333333333333,7.666666666666667
17,1,6.0,0,0,1,1,1,0,3.0,12.2,1.0,0.0,11.666666666666666
3,1,164.0,5,0,1,1,0,1,1.0,2.2,0.6153846153846154,0.38461538461538464,2.3333333333333335
2,1,256.0,8,1,1,1,1,1,2.8,1.2,0.8571428571428571,0.14285714285714285,1.3333333333333333
5,0,27.0,0,1,1,0,0,1,-2.0,12.0,0.5,0.5,14.0
7,0,47.0,0,0,1,0,0,1,1.8,10.8,0.7272727272727273,0.2727272727272727,11.666666666666666
15,1,189.0,0,1,1,1,0,1,5.2,12.6,0.7692307692307693,0.23076923076923078,13.0
1,1,53.0,0,0,1,0,0,1,2.6,3.6,0.46153846153846156,0.5384615384615384,3.6666666666666665
13,1,6.0,0,1,1,1,1,0,2.8,14.2,1.0,0.0,13.666666666666666
19,0,50.0,1,1,0,1,0,0,1.4,3.0,0.5454545454545454,0.45454545454545453,3.3333333333333335
12,1,158.0,0,1,1,0,1,0,3.0,9.2,0.2727272727272727,0.7272727272727273,11.666666666666666
10,1,28.0,0,1,1,1,1,0,2.4,12.0,0.8461538461538461,0.15384615384615385,12.0
14,1,21.0,0,1,0,1,1,0,3.2,13.0,0.8461538461538461,0.15384615384615385,12.0
4,0,306.0,0,0,1,0,1,1,-0.2,3.2,0.75,0.25,3.3333333333333335
18,0,186.0,2,0,0,0,0,0,2.4,4.6,0.2222222222222222,0.7777777777777778,5.0
6,0,47.0,0,0,0,0,1,0,2.8,8.0,0.36363636363636365,0.6363636363636364,8.333333333333334
16,1,134.0,0,0,0,0,0,1,2.4,9.4,0.18181818181818182,0.8181818181818182,10.333333333333334
3,1,1.0,5,1,0,1,1,0,0.4,2.2,0.6428571428571429,0.35714285714285715,2.6666666666666665
9,1,2.0,0,1,0,0,1,0,-1.6,8.4,0.7,0.3,10.666666666666666
11,1,8.0,0,0,0,1,0,1,-0.4,9.6,0.42857142857142855,0.5714285714285714,9.0
8,1,38.0,0,1,0,0,1,0,1.0,9.8,0.6428571428571429,0.35714285714285715,9.333333333333334
17,1,6.0,0,1,1,1,1,1,1.0,15.0,1.0,0.0,15.666666666666666
3,1,50.0,1,0,1,0,1,0,3.6,3.8,0.5,0.5,4.0
7,1,53.0,0,0,1,1,0,0,0.0,11.2,0.6666666666666666,0.3333333333333333,12.0
6,1,6.0,0,0,1,0,1,1,1.4,13.2,1.0,0.0,14.0
19,1,207.0,0,1,1,1,1,0,3.8,13.6,0.7857142857142857,0.21428571428571427,13.333333333333334
20,1,28.0,0,1,1,1,1,1,1.0,12.8,0.8571428571428571,0.14285714285714285,13.0
14,1,21.0,0,1,1,0,1,1,1.6,13.6,0.8571428571428571,0.14285714285714285,12.666666666666666
5,0,2.0,0,1,1,0,0,1,-2.2,9.8,0.7272727272727273,0.2727272727272727,11.0
1,1,264.0,9,1,1,1,1,1,0.4,1.2,0.8666666666666667,0.13333333333333333,1.0
2,1,53.0,0,1,0,1,0,0,2.4,3.6,0.5,0.5,3.0
18,1,146.0,0,1,0,0,0,0,1.8,10.6,0.25,0.75,9.666666666666666
15,0,196.0,2,0,0,0,0,0,4.4,5.0,0.2,0.8,5.333333333333333
13,1,8.0,0,1,0,0,1,0,-0.8,10.6,0.4666666666666667,0.5333333333333333,11.0
4,0,331.0,0,0,0,1,0,1,-0.2,3.4,0.6923076923076923,0.3076923076923077,3.6666666666666665
9,0,39.0,0,1,1,0,0,1,0.0,10.4,0.6666666666666666,0.3333333333333333,11.0
8,0,1.0,5,1,1,0,1,1,0.2,2.6,0.6666666666666666,0.3333333333333333,3.3333333333333335
11,0,53.0,0,0,0,0,0,1,1.6,8.4,0.3333333333333333,0.6666666666666666,7.0
16,1,1.0,0,1,1,1,1,1,2.8,12.2,0.8666666666666667,0.13333333333333333,12.0
1,1,146.0,9,1,1,1,1,1,0.4,1.2,0.875,0.125,1.0
18,1,217.0,1,1,0,1,0,1,3.6,3.6,0.5384615384615384,0.46153846153846156,3.3333333333333335
14,1,28.0,0,1,1,1,1,1,0.4,15.0,1.0,0.0,17.666666666666668
17,1,31.0,0,1,1,1,1,1,3.4,14.0,0.8,0.2,14.333333333333334
3,0,45.0,0,1,1,0,1,0,3.0,3.0,0.5333333333333333,0.4666666666666667,2.6666666666666665
7,0,1.0,0,0,1,1,1,0,2.0,10.4,0.3333333333333333,0.6666666666666666,11.666666666666666
15,1,4.0,0,1,1,1,0,1,1.4,13.6,0.8666666666666667,0.13333333333333333,15.333333333333334
2,1,57.0,1,0,0,0,1,0,-0.4,3.8,0.6428571428571429,0.35714285714285715,4.666666666666667
19,1,346.0,0,1,0,1,1,0,-1.2,10.6,0.6923076923076923,0.3076923076923077,12.666666666666666
11,0,49.0,0,1,1,0,0,1,0.6,10.8,0.5,0.5,11.666666666666666
20,0,53.0,0,1,0,1,0,1,-1.2,13.0,1.0,0.0,14.666666666666666
10,0,50.0,0,0,1,1,0,0,-0.6,9.0,0.625,0.375,11.0
5,0,221.0,5,0,1,1,0,1,0.2,3.4,0.625,0.375,4.0
15,0,227.0,0,1,1,1,1,1,4.0,13.2,0.8125,0.1875,14.0
2,1,50.0,2,1,1,0,1,0,6.0,3.4,0.5714285714285714,0.42857142857142855,3.3333333333333335
10,0,29.0,0,1,1,1,1,1,3.4,12.2,0.875,0.125,11.666666666666666
20,1,53.0,0,1,1,0,1,1,0.2,11.8,0.7142857142857143,0.2857142857142857,12.0
3,0,294.0,9,1,1,1,1,1,0.2,1.4,0.8823529411764706,0.11764705882352941,1.6666666666666667
14,1,6.0,0,0,1,0,1,0,-0.4,12.8,0.9166666666666666,0.08333333333333333,13.0
6,1,358.0,1,1,0,0,0,1,-0.2,3.4,0.6666666666666666,0.3333333333333333,3.3333333333333335
4,1,276.0,5,0,0,1,1,0,0.2,4.0,0.5882352941176471,0.4117647058823529,4.333333333333333
7,0,216.0,0,0,0,1,1,1,1.8,10.6,0.3076923076923077,0.6923076923076923,9.333333333333334
5,0,69.0,0,0,1,1,0,1,-0.4,3.2,0.5,0.5,3.0
19,1,9.0,0,1,1,1,1,1,-0.2,15.2,1.0,0.0,15.666666666666666
16,1,31.0,0,0,0,0,1,1,-1.4,11.4,0.4666666666666667,0.5333333333333333,14.0
11,1,57.0,0,0,0,0,0,0,0.6,8.6,0.3076923076923077,0.6923076923076923,8.0
17,1,27.0,0,1,1,1,1,0,0.8,13.8,0.875,0.125,15.333333333333334
9,0,49.0,0,0,0,0,0,1,2.2,10.2,0.6666666666666666,0.3333333333333333,9.0
18,1,4.0,0,0,0,1,1,0,-2.8,10.2,0.6666666666666666,0.3333333333333333,11.333333333333334
5,1,50.0,2,1,1,1,0,1,6.2,2.6,0.6,0.4,2.0
20,1,237.0,0,0,1,1,1,1,4.4,12.4,0.7647058823529411,0.23529411764705882,11.333333333333334
18,1,58.0,0,1,0,0,0,0,-0.4,8.2,0.35714285714285715,0.6428571428571429,9.666666666666666
15,1,12.0,0,0,0,1,1,0,0.8,10.0,0.47058823529411764,0.5294117647058824,11.333333333333334
8,0,4.0,0,1,0,0,1,1,-2.4,11.4,0.6923076923076923,0.3076923076923077,11.666666666666666
7,0,49.0,0,0,0,0,0,0,0.8,9.8,0.6153846153846154,0.38461538461538464,7.666666666666667
1,1,302.0,10,0,1,1,1,1,-0.4,2.0,0.8333333333333334,0.16666666666666666,2.6666666666666665
16,1,6.0,0,1,0,1,0,1,0.2,13.4,0.9230769230769231,0.07692307692307693,12.0
17,1,158.0,0,0,0,1,1,0,1.6,11.8,0.3076923076923077,0.6923076923076923,11.666666666666666
10,0,35.0,0,1,0,0,0,1,-1.6,13.0,0.5,0.5,13.666666666666666
14,1,9.0,0,1,1,1,1,1,0.6,15.8,1.0,0.0,14.0
3,0,69.0,0,0,0,1,1,0,-0.6,3.6,0.47058823529411764,0.5294117647058824,4.0
19,1,33.0,0,1,1,1,1,1,1.6,14.4,0.8823529411764706,0.11764705882352941,14.333333333333334
11,0,251.0,2,0,0,0,0,0,6.4,5.0,0.18181818181818182,0.8181818181818182,5.333333333333333
9,1,55.0,0,1,1,1,0,1,2.0,12.0,0.7333333333333333,0.26666666666666666,11.0
2,0,1.0,5,1,0,0,1,1,1.0,3.6,0.6111111111111112,0.3888888888888889,4.0
12,1,45.0,0,0,0,0,1,1,0.0,9.6,0.5882352941176471,0.4117647058823529,8.333333333333334
4,1,383.0,1,1,1,0,0,0,0.6,3.6,0.6875,0.3125,3.0
6,1,50.0,2,1,1,1,1,0,6.8,2.6,0.625,0.375,1.6666666666666667
15,1,170.0,0,1,0,0,1,1,2.6,12.0,0.35714285714285715,0.6428571428571429,15.0
11,0,12.0,0,1,0,0,1,1,1.6,10.8,0.5,0.5,9.666666666666666
16,1,6.0,0,1,1,0,1,0,1.8,12.8,0.9285714285714286,0.07142857142857142,11.333333333333334
7,0,4.0,0,0,1,0,0,1,-2.0,11.6,0.6428571428571429,0.35714285714285715,10.666666666666666
14,0,53.0,0,1,0,0,0,1,-1.0,10.2,0.6111111111111112,0.3888888888888889,8.333333333333334
20,1,39.0,0,1,1,1,1,1,0.6,15.2,0.8888888888888888,0.1111111111111111,14.666666666666666
2,0,69.0,0,0,0,0,1,1,-1.0,3.8,0.4444444444444444,0.5555555555555556,5.0
19,1,9.0,0,1,1,1,1,1,0.2,15.2,1.0,0.0,14.0
5,0,251.0,2,0,0,0,0,0,7.6,4.8,0.16666666666666666,0.8333333333333334,4.666666666666667
