grid,positionText,position_standings,prev_points,prev_wins,prev_position_standings,last_positionText_1,last_positionText_2,last_positionText_3,last_positionText_4,last_positionText_5,last_positionText_6,last_positionText_7,last_positionText_8,last_positionText_9,last_positionText_10,propensity_top3_1,propensity_top3_0
15,0,12,32.0,0.0,12.0,0,0,0,0,0,0,0,1,0,0,0.0625,0.9375
11,0,10,34.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
18,0,17,8.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
20,0,16,10.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,1,6,93.0,1.0,6.0,1,0,0,0,0,0,0,0,0,0,0.125,0.875
13,0,13,26.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,5,138.0,0.0,5.0,0,0,0,0,1,1,0,0,0,1,0.25,0.75
1,1,1,281.0,7.0,1.0,1,1,1,1,0,1,0,0,1,0,0.625,0.375
8,0,11,33.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,7,76.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,0,3,222.0,2.0,3.0,0,1,1,0,1,1,1,1,1,0,0.625,0.375
2,0,2,247.0,4.0,2.0,0,0,1,1,1,0,1,0,0,1,0.625,0.375
9,0,15,13.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,14,11.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,18,5.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,1,5,148.0,0.0,5.0,0,0,0,0,0,1,1,0,0,0,0.23529411764705882,0.7647058823529411
20,0,15,13.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,14,15.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,16,10.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,1,306.0,8.0,1.0,1,1,1,1,1,0,1,0,0,1,0.6470588235294118,0.35294117647058826
3,0,3,234.0,2.0,3.0,0,0,1,1,0,1,1,1,1,1,0.5882352941176471,0.4117647058823529
13,0,20,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,19,4.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,13,28.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,6,111.0,1.0,6.0,1,1,0,0,0,0,0,0,0,0,0.17647058823529413,0.8235294117647058
10,0,10,34.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
18,0,11,34.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,7,82.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,18,5.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,2,247.0,4.0,2.0,0,0,0,1,1,1,0,1,0,0,0.5882352941176471,0.4117647058823529
6,0,8,65.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,4,192.0,1.0,4.0,1,1,1,0,1,0,0,1,1,1,0.5294117647058824,0.47058823529411764
15,0,12,32.0,0.0,12.0,0,0,0,0,0,0,0,0,1,0,0.058823529411764705,0.9411764705882353
7,0,9,48.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,9,54.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
18,0,16,10.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
19,0,15,13.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,4,192.0,1.0,4.0,0,1,1,1,0,1,0,0,1,1,0.5,0.5
14,0,14,15.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,1,5,163.0,0.0,5.0,1,0,0,0,0,0,1,1,0,0,0.2777777777777778,0.7222222222222222
9,0,7,86.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,13,28.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,0,1,331.0,9.0,1.0,1,1,1,1,1,1,0,1,0,0,0.6666666666666666,0.3333333333333333
7,0,12,34.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,1,3,244.0,2.0,3.0,0,0,0,1,1,0,1,1,1,1,0.5555555555555556,0.4444444444444444
2,1,6,123.0,1.0,6.0,0,1,1,0,0,0,0,0,0,0,0.16666666666666666,0.8333333333333334
10,0,11,36.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,0,8,73.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,0,2,265.0,4.0,2.0,1,0,0,0,1,1,1,0,1,0,0.6111111111111112,0.3888888888888889
11,0,10,32.0,0.0,12.0,0,0,0,0,0,0,0,0,0,1,0.05555555555555555,0.9444444444444444
13,0,18,5.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,20,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,20,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
20,0,1,333.0,9.0,1.0,0,1,1,1,1,1,1,0,1,0,0.631578947368421,0.3684210526315789
2,1,2,277.0,4.0,2.0,0,1,0,0,0,1,1,1,0,1,0.5789473684210527,0.42105263157894735
15,0,18,5.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,9,54.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,5,178.0,0.0,5.0,1,1,0,0,0,0,0,1,1,0,0.3157894736842105,0.6842105263157895
16,0,11,40.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.9473684210526315
6,0,15,11.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,16,13.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,8,83.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,4,192.0,1.0,4.0,0,0,1,1,1,0,1,0,0,1,0.47368421052631576,0.5263157894736842
4,0,6,148.0,2.0,6.0,1,0,1,1,0,0,0,0,0,0,0.21052631578947367,0.7894736842105263
13,0,14,19.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,13,28.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,12,34.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,10,36.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,3,262.0,2.0,3.0,1,0,0,0,1,1,0,1,1,1,0.5789473684210527,0.42105263157894735
5,0,7,92.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,13,28.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,0,6,158.0,2.0,6.0,0,1,0,1,1,0,0,0,0,0,0.2,0.8
9,0,8,83.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,12,40.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.05,0.95
11,0,15,15.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,4,193.0,0.0,5.0,1,1,1,0,0,0,0,0,1,1,0.35,0.65
12,0,9,54.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,16,13.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,2,302.0,5.0,2.0,1,0,1,0,0,0,1,1,1,0,0.6,0.4
19,0,20,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,1,345.0,9.0,1.0,0,0,1,1,1,1,1,1,0,1,0.6,0.4
18,0,18,5.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,7,94.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,14,19.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,11,42.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,3,280.0,2.0,3.0,1,1,0,0,0,1,1,0,1,1,0.6,0.4
4,0,5,200.0,1.0,4.0,0,0,0,1,1,1,0,1,0,0,0.45,0.55
7,0,10,35.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,14,40.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,3,205.0,0.0,4.0,0,1,1,1,0,0,0,0,0,1,0.0,1.0
10,0,5,17.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,2,363.0,9.0,1.0,1,0,0,1,1,1,1,1,1,0,0.0,1.0
3,1,1,317.0,5.0,2.0,1,1,0,1,0,0,0,1,1,1,0.0,1.0
12,0,11,100.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,7,43.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,8,305.0,3.0,3.0,1,1,1,0,0,0,1,1,0,1,0.0,1.0
8,0,4,200.0,1.0,5.0,0,0,0,0,1,1,1,0,1,0,0.0,1.0
5,0,17,19.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,6,168.0,2.0,6.0,0,0,1,0,1,1,0,0,0,0,0.0,1.0
9,0,10,54.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,0,16,28.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,12,87.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,9,13.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,19,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,14,0.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,1,2,18.0,0.0,2.0,1,1,0,0,1,1,1,1,1,1,0.5,0.5
20,0,18,0.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,11,2.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,4,10.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,12,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,0,5,15.0,0.0,3.0,1,0,1,1,1,0,0,0,0,0,0.5,0.5
12,0,15,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,1,25.0,1.0,1.0,1,1,1,0,1,0,0,0,1,1,0.5,0.5
7,0,6,6.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,3,4.0,0.0,8.0,0,1,1,1,0,0,0,1,1,0,0.0,1.0
6,0,9,0.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,8,12.0,0.0,4.0,0,0,0,0,0,1,1,1,0,1,0.0,1.0
16,0,17,0.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,13,1.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,10,8.0,0.0,6.0,0,0,0,1,0,1,1,0,0,0,0.0,1.0
4,0,2,33.0,0.0,2.0,1,1,1,0,0,1,1,1,1,1,0.6666666666666666,0.3333333333333333
12,0,14,1.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,15,0.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,17,0.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,8,8.0,0.0,10.0,0,0,0,0,1,0,1,1,0,0,0.0,1.0
18,0,18,0.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,6,16.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,11,6.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,12,1.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,5,15.0,0.0,5.0,0,1,0,1,1,1,0,0,0,0,0.3333333333333333,0.6666666666666666
3,1,3,22.0,0.0,3.0,1,0,1,1,1,0,0,0,1,1,0.3333333333333333,0.6666666666666666
20,0,13,2.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,1,4,12.0,0.0,8.0,0,0,0,0,0,0,1,1,1,0,0.0,1.0
11,0,10,10.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,7,14.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,0,1,50.0,2.0,1.0,1,1,1,1,0,1,0,0,0,1,0.6666666666666666,0.3333333333333333
15,0,12,11.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,0,2,54.0,2.0,1.0,0,1,1,1,1,0,1,0,0,0,0.5,0.5
10,0,15,0.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
20,0,19,0.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,5,37.0,1.0,4.0,1,0,0,0,0,0,0,1,1,1,0.25,0.75
9,0,10,3.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,6,22.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,1,45.0,0.0,2.0,0,1,1,1,0,0,1,1,1,1,0.5,0.5
8,1,9,0.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,8,18.0,0.0,8.0,0,0,0,0,0,1,0,1,1,0,0.0,1.0
7,0,17,1.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,1,3,30.0,0.0,5.0,1,0,1,0,1,1,1,0,0,0,0.5,0.5
18,0,16,2.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,14,6.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,7,22.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,0,4,40.0,0.0,3.0,1,1,0,1,1,1,0,0,0,1,0.5,0.5
4,0,4,48.0,0.0,3.0,1,1,0,1,0,1,1,1,0,0,0.6,0.4
3,0,2,66.0,2.0,2.0,0,0,1,1,1,1,0,1,0,0,0.4,0.6
11,0,14,8.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,17,1.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,10,13.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,7,28.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,1,6,18.0,0.0,8.0,0,0,0,0,0,0,1,0,1,1,0.0,1.0
6,0,5,37.0,1.0,5.0,0,1,0,0,0,0,0,0,1,1,0.2,0.8
7,0,9,11.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,11,15.0,0.0,9.0,1,0,0,0,0,0,0,0,0,0,0.2,0.8
17,0,16,2.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,8,22.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,3,40.0,0.0,4.0,0,1,1,0,1,1,1,0,0,0,0.4,0.6
18,0,15,4.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,19,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,1,70.0,1.0,1.0,1,0,1,1,1,0,0,1,1,1,0.6,0.4
18,0,19,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,4,58.0,0.0,3.0,1,0,1,1,0,1,1,1,0,0,0.5,0.5
10,0,11,12.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,8,22.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,2,78.0,2.0,2.0,0,0,0,1,1,1,1,0,1,0,0.3333333333333333,0.6666666666666666
6,0,13,1.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,17,2.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,16,4.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,7,32.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,15,8.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,5,48.0,0.0,4.0,0,1,1,0,1,0,1,1,1,0,0.5,0.5
1,1,3,47.0,1.0,5.0,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0.8333333333333334
20,0,6,33.0,0.0,6.0,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,0.8333333333333334
8,0,9,19.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,12,17.0,0.0,11.0,0,1,0,0,0,0,0,0,0,0,0.16666666666666666,0.8333333333333334
19,0,10,19.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,1,95.0,2.0,1.0,1,1,0,1,1,1,0,0,1,1,0.6666666666666666,0.3333333333333333
4,0,2,110.0,2.0,1.0,1,1,1,0,1,1,1,0,0,1,0.7142857142857143,0.2857142857142857
6,0,4,72.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0.2857142857142857,0.7142857142857143
15,0,15,8.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,9,20.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,7,32.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,6,35.0,0.0,6.0,0,1,0,0,0,0,0,0,1,0,0.14285714285714285,0.8571428571428571
2,1,3,68.0,0.0,4.0,0,1,0,1,1,0,1,1,1,0,0.42857142857142855,0.5714285714285714
17,0,16,4.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
19,0,17,2.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,5,60.0,0.0,5.0,0,0,1,1,0,1,0,1,1,1,0.42857142857142855,0.5714285714285714
1,1,1,96.0,2.0,2.0,1,0,0,0,1,1,1,1,0,1,0.42857142857142855,0.5714285714285714
8,0,13,9.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
20,0,19,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,10,19.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,11,18.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,18,1.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,12,17.0,0.0,12.0,0,0,1,0,0,0,0,0,0,0,0.14285714285714285,0.8571428571428571
7,0,8,26.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,7,32.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,10,19.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,11,18.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,0,2,121.0,3.0,1.0,1,1,0,0,0,1,1,1,1,0,0.5,0.5
5,0,3,84.0,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0.25,0.75
6,1,5,68.0,0.0,5.0,0,0,0,1,1,0,1,0,1,1,0.375,0.625
16,0,8,32.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
19,0,16,4.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,0,4,86.0,0.0,3.0,1,0,1,0,1,1,0,1,1,1,0.5,0.5
4,1,6,50.0,0.0,6.0,1,0,1,0,0,0,0,0,0,1,0.25,0.75
11,0,13,11.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,9,24.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,12,17.0,0.0,12.0,0,0,0,1,0,0,0,0,0,0,0.125,0.875
20,0,18,1.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,15,8.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,1,120.0,2.0,2.0,0,1,1,1,0,1,1,1,0,0,0.625,0.375
10,0,19,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,17,2.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,12,11.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,10,28.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,16,8.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,17,4.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,1,1,131.0,3.0,2.0,0,1,1,0,0,0,1,1,1,1,0.4444444444444444,0.5555555555555556
13,0,8,32.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,3,83.0,0.0,5.0,1,0,0,0,1,1,0,1,0,1,0.4444444444444444,0.5555555555555556
4,1,5,68.0,0.0,6.0,1,1,0,1,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666
1,0,6,92.0,0.0,4.0,0,1,0,1,0,1,1,0,1,1,0.4444444444444444,0.5555555555555556
20,0,18,2.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,7,27.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
19,0,19,1.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,11,17.0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0.1111111111111111,0.8888888888888888
12,0,13,18.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,4,96.0,2.0,3.0,0,0,1,0,0,1,0,0,0,0,0.2222222222222222,0.7777777777777778
10,0,9,34.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,0,2,145.0,3.0,1.0,1,0,1,1,1,0,1,1,1,0,0.6666666666666666,0.3333333333333333
5,0,15,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,10,28.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
6,0,4,96.0,2.0,4.0,0,0,0,1,0,0,1,0,0,0,0.2,0.8
15,0,18,3.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,7,34.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,0,13,18.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,9,37.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
2,1,1,146.0,3.0,1.0,1,0,1,1,0,0,0,1,1,1,0.5,0.5
17,0,16,8.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,12,23.0,0.0,11.0,0,0,0,0,0,1,0,0,0,0,0.1,0.9
8,0,15,12.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
0,0,19,1.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,2,145.0,3.0,2.0,0,1,0,1,1,1,0,1,1,1,0.6,0.4
10,0,11,19.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
3,1,3,101.0,0.0,3.0,1,1,0,0,0,1,1,0,1,0,0.5,0.5
19,0,17,4.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
13,0,8,36.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,5,92.0,0.0,6.0,0,0,1,0,1,0,1,1,0,1,0.4,0.6
5,0,6,93.0,1.0,5.0,1,1,1,0,1,0,0,0,0,0,0.4,0.6
20,0,5,106.0,2.0,4.0,0,0,0,0,1,0,0,1,0,0,0.18181818181818182,0.8181818181818182
1,0,2,171.0,4.0,1.0,1,1,0,1,1,0,0,0,1,1,0.5454545454545454,0.45454545454545453
3,1,3,116.0,0.0,3.0,1,1,1,0,0,0,1,1,0,1,0.5454545454545454,0.45454545454545453
11,0,8,40.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
17,0,19,1.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
8,0,12,28.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
15,0,11,25.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
18,0,18,4.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,15,13.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
16,0,14,18.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,20,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
10,0,10,24.0,0.0,12.0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.9090909090909091
13,0,17,3.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
7,0,7,42.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,9,39.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,0,6,93.0,1.0,6.0,0,1,1,1,0,1,0,0,0,0,0.36363636363636365,0.6363636363636364
2,1,4,104.0,0.0,5.0,0,0,0,1,0,1,0,1,1,0,0.36363636363636365,0.6363636363636364
19,0,16,8.0,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
14,1,1,163.0,3.0,2.0,1,0,1,0,1,1,1,0,1,1,0.6363636363636364,0.36363636363636365
6,0,13,12.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
1,1,1,188.0,4.0,1.0,1,1,0,1,0,1,1,1,0,1,0.6666666666666666,0.3333333333333333
13,0,7,52.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
9,0,8,39.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
11,0,9,40.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
4,1,2,171.0,4.0,2.0,0,1,1,0,1,1,0,0,0,1,0.5,0.5
3,1,3,131.0,0.0,3.0,1,1,1,1,0,0,0,1,1,0,0.5833333333333334,0.4166666666666667
7,0,6,105.0,1.0,6.0,0,0,1,1,1,0,1,0,0,0,0.3333333333333333,0.6666666666666666
17,0,15,13.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
5,0,11,28.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
12,0,5,106.0,2.0,5.0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.8333333333333334
15,0,18,4.0,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
20,0,20,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
