grid,positionText,current_points,current_wins,last_1,last_2,last_3,last_4,last_5,last_6,last_7,last_8,last_9,last_10,rolling_avg_pos_move_10,propensity_1,propensity_0
8,0,47.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0
17,0,12.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.0,1.0
2,0,0.0,2,0,0,0,1,1,0,1,0,0,0,0.5,0.4,0.6
10,0,19.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
1,1,60.0,2,0,0,1,0,0,0,0,0,0,0,4.9,0.3333333333333333,0.6666666666666666
16,0,18.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
11,0,35.0,0,0,0,0,0,0,0,0,0,0,0,-1.2,0.0,1.0
6,0,17.0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0,1.0
19,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0
9,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,1.0
17,0,9.0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.0,1.0
4,0,110.0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,1.0
5,0,26.0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
13,0,2.0,0,0,0,0,0,0,,,,,,,0.0,1.0
3,0,96.0,2,1,1,0,0,0,0,0,0,1,1,1.6,0.4,0.6
20,0,32.0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,1.0
18,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,1.0
12,0,68.0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.0,1.0
8,0,8.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
4,0,121.0,2,0,1,1,0,0,0,0,0,0,1,1.6,0.3333333333333333,0.6666666666666666
9,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
2,0,32.0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
18,0,2.0,0,0,0,0,0,0,0,,,,,,0.0,1.0
20,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
15,0,86.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
7,0,50.0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.0,1.0
3,0,32.0,0,0,0,0,0,0,0,0,0,1,0,2.8,0.0,1.0
19,0,18.0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.0,1.0
11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.0,1.0
6,0,68.0,2,1,0,0,1,0,0,0,0,0,0,3.5,0.5,0.5
1,1,0.0,3,0,0,0,0,1,1,0,1,0,0,-1.1,0.3333333333333333,0.6666666666666666
8,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,1.0
5,0,120.0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,1.0
16,0,19.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
10,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,1.0
13,0,11.0,0,0,0,0,0,0,0,,,,,,0.0,1.0
12,0,68.0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0,1.0
4,0,32.0,0,0,0,0,0,0,0,0,0,0,1,2.6,0.0,1.0
1,1,131.0,3,0,0,1,1,0,0,0,0,0,0,1.5,0.2857142857142857,0.7142857142857143
9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.0,1.0
5,0,83.0,2,0,1,0,0,1,0,0,0,0,0,3.4,0.4,0.6
19,0,11.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
15,0,18.0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.0,1.0
10,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,1.0
6,0,145.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
16,0,96.0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.0,1.0
20,0,4.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
18,0,2.0,0,0,0,0,0,0,0,0,,,,,0.0,1.0
17,0,92.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
7,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
2,0,34.0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.0,1.0
3,0,0.0,3,1,0,0,0,0,1,1,0,1,0,-1.1,0.42857142857142855,0.5714285714285714
8,0,11.0,0,0,0,0,0,0,0,0,,,,,0.0,1.0
18,0,19.0,0,0,0,0,0,0,0,0,0,,,,0.0,1.0
11,0,23.0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0,1.0
3,0,145.0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,1.0
8,0,12.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0
16,0,28.0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0,1.0
6,0,0.0,3,0,1,0,0,0,0,1,1,0,1,-1.0,0.375,0.625
14,0,13.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
4,1,36.0,1,0,0,0,0,0,0,0,0,0,0,2.6,0.0,1.0
20,0,18.0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.0,1.0
13,0,96.0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.0,1.0
15,0,92.0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.0,1.0
9,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0,1.0
17,0,3.0,0,0,0,0,0,0,0,0,0,,,,0.0,1.0
5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,1.0
12,0,37.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
1,0,171.0,3,0,1,0,0,1,1,0,0,0,0,2.1,0.375,0.625
17,0,104.0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.0,1.0
4,0,42.0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.0,1.0
18,0,3.0,0,0,0,0,0,0,0,0,0,0,,,0.0,1.0
11,0,93.0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0,1.0
13,0,106.0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,1.0
19,0,13.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
6,0,116.0,2,0,0,0,1,0,0,1,0,0,0,2.3,0.3333333333333333,0.6666666666666666
2,1,0.0,4,0,0,1,0,0,0,0,1,1,0,-0.8,0.3333333333333333,0.6666666666666666
3,0,163.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
14,0,39.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
10,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
12,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,1.0
7,0,12.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
13,0,18.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1.0
17,0,4.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
19,0,122.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
14,1,171.0,4,0,0,1,0,0,1,1,0,0,0,0.4,0.3333333333333333,0.6666666666666666
7,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,1.0
10,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,1.0
5,0,20.0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,1.0
8,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0,1.0
9,0,29.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
16,0,39.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
3,0,188.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
15,0,30.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0
11,0,106.0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.0,1.0
4,0,40.0,1,0,1,0,0,0,0,0,0,0,0,1.7,0.14285714285714285,0.8571428571428571
6,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
2,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,1.0
9,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,1.0
3,0,213.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
19,0,30.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
11,0,118.0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.0,1.0
15,0,13.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
12,0,146.0,2,0,0,0,0,0,1,0,0,1,0,2.3,0.2857142857142857,0.7142857142857143
14,0,26.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1.0
18,0,30.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
13,0,105.0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,1.0
20,0,5.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
10,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
8,0,4.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
1,1,189.0,5,1,0,0,1,0,0,1,1,0,0,1.7,0.4,0.6
5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0,1.0
2,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,1.0
6,0,45.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
4,0,0.0,4,0,1,0,0,1,0,0,0,0,1,-0.7,0.4,0.6
3,0,40.0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.0,1.0
4,0,30.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
17,0,13.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
18,0,144.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
11,0,4.0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.0,1.0
14,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.0,1.0
13,0,28.0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.0,1.0
7,0,44.0,1,0,0,0,1,0,0,0,0,0,0,1.6,0.125,0.875
1,0,214.0,5,1,1,0,0,1,0,0,1,1,0,1.8,0.45454545454545453,0.5454545454545454
5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
16,0,6.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
10,0,49.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
9,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
2,1,0.0,5,0,0,1,0,0,1,0,0,0,0,-0.7,0.36363636363636365,0.6363636363636364
19,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,1.0
4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,1.0
7,0,28.0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0,1.0
12,0,34.0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.0,1.0
3,1,226.0,6,0,1,1,0,0,1,0,0,1,1,1.1,0.4166666666666667,0.5833333333333334
17,0,46.0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.0,1.0
18,0,159.0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.0,1.0
11,0,118.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
2,0,44.0,5,1,0,0,1,0,0,1,0,0,0,-0.6,0.4166666666666667,0.5833333333333334
15,0,45.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0
1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,1.0
14,0,13.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
9,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
8,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
20,0,8.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
10,0,27.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
5,0,52.0,1,0,0,0,0,1,0,0,0,0,0,2.1,0.1111111111111111,0.8888888888888888
17,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.0,1.0
8,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0
12,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0,1.0
5,0,281.0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,1.0
20,0,15.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
4,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,1.0
10,0,148.0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.0,1.0
14,0,28.0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.0,1.0
1,1,241.0,7,1,0,1,1,0,0,1,0,0,1,1.3,0.46153846153846156,0.5384615384615384
2,0,50.0,1,0,0,0,0,0,1,0,0,0,0,2.0,0.1,0.9
19,0,6.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
18,0,171.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
16,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,1.0
7,0,38.0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.0,1.0
13,0,45.0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.0,1.0
3,0,164.0,5,0,1,0,0,1,0,0,1,0,0,-0.1,0.38461538461538464,0.6153846153846154
15,0,49.0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,1.0
11,0,126.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
6,0,174.0,2,0,0,0,0,0,0,0,0,1,0,3.0,0.25,0.75
7,0,47.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
5,0,27.0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.0,1.0
2,1,256.0,8,1,1,0,1,1,0,0,1,0,0,1.2,0.5,0.5
15,0,189.0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,1.0
19,0,50.0,1,0,0,0,0,0,0,1,0,0,0,2.2,0.09090909090909091,0.9090909090909091
13,0,6.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
1,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
18,0,186.0,2,0,0,0,0,0,0,0,0,0,1,3.0,0.2222222222222222,0.7777777777777778
12,0,158.0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.0,1.0
10,0,28.0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.0,1.0
14,0,21.0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.0,1.0
4,0,306.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
6,0,47.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
9,0,2.0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.0,1.0
16,0,134.0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.0,1.0
3,0,1.0,5,0,0,1,0,0,1,0,0,1,0,0.2,0.35714285714285715,0.6428571428571429
8,0,38.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
11,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0,1.0
3,0,50.0,1,0,0,0,0,0,0,0,1,0,0,3.6,0.08333333333333333,0.9166666666666666
17,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,1.0
19,0,207.0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.0,1.0
6,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,1.0
7,0,53.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
2,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,1.0
1,1,264.0,9,1,1,1,0,1,1,0,0,1,0,1.3,0.5333333333333333,0.4666666666666667
5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.0,1.0
20,0,28.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0
14,0,21.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
15,0,196.0,2,0,0,0,0,0,0,0,0,0,0,3.4,0.2,0.8
4,0,331.0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,1.0
18,0,146.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
13,0,8.0,0,0,0,0,0,0,0,0,0,0,0,-1.3,0.0,1.0
8,0,1.0,5,0,0,0,1,0,0,1,0,0,1,0.3,0.3333333333333333,0.6666666666666666
11,0,53.0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.0,1.0
9,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,1.0
16,0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.0,1.0
14,0,28.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
18,0,217.0,1,0,0,0,0,0,0,0,0,1,0,3.4,0.07692307692307693,0.9230769230769231
1,0,146.0,9,1,1,1,1,0,1,1,0,0,1,1.3,0.5625,0.4375
2,1,57.0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,1.0
15,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,1.0
7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
3,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,1.0
17,0,31.0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.0,1.0
5,0,221.0,5,0,0,0,0,1,0,0,1,0,0,0.5,0.3125,0.6875
10,0,50.0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,1.0
20,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
11,0,49.0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.0,1.0
19,0,346.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1.0
3,0,294.0,9,0,1,1,1,1,0,1,1,0,0,1.2,0.5294117647058824,0.47058823529411764
14,0,6.0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.0,1.0
20,0,53.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0
16,0,31.0,0,0,0,0,0,0,0,0,0,0,0,-1.1,0.0,1.0
11,0,57.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
17,0,27.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
6,0,358.0,1,1,0,0,0,0,0,0,0,0,0,0.3,0.06666666666666667,0.9333333333333333
4,0,276.0,5,0,0,0,0,0,1,0,0,1,0,0.6,0.29411764705882354,0.7058823529411765
7,0,216.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
5,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,1.0
19,0,9.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
2,1,50.0,2,0,0,0,0,0,0,0,0,0,1,3.9,0.07142857142857142,0.9285714285714286
10,0,29.0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,1.0
15,0,227.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0
9,0,49.0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.0,1.0
18,0,4.0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0,1.0
9,0,55.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
2,0,1.0,5,0,0,0,0,0,0,1,0,0,1,1.0,0.2777777777777778,0.7222222222222222
19,0,33.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
4,0,383.0,1,0,1,0,0,0,0,0,0,0,0,0.3,0.0625,0.9375
5,0,50.0,2,1,0,0,0,0,0,0,0,0,0,4.0,0.13333333333333333,0.8666666666666667
20,0,237.0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.0,1.0
3,0,69.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0
11,0,251.0,2,0,0,0,0,0,0,0,0,0,0,4.1,0.18181818181818182,0.8181818181818182
14,0,9.0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.0,1.0
18,0,58.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
12,0,45.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
17,0,158.0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.0,1.0
10,0,35.0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.0,1.0
16,0,6.0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.0,1.0
15,0,12.0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0,1.0
7,0,49.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,1.0
8,0,4.0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0,1.0
1,1,302.0,10,0,0,1,1,1,1,0,1,1,0,1.1,0.5,0.5
8,0,49.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
13,0,37.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0
3,0,1.0,5,0,0,0,0,0,0,0,1,0,0,0.3,0.2631578947368421,0.7368421052631579
19,0,9.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
5,0,251.0,2,0,0,0,0,0,0,0,0,0,0,4.3,0.16666666666666666,0.8333333333333334
2,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
6,0,50.0,2,0,1,0,0,0,0,0,0,0,0,4.1,0.125,0.875
18,0,247.0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.0,1.0
20,0,39.0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.0,1.0
7,0,4.0,0,0,0,0,0,0,0,0,0,0,0,-1.2,0.0,1.0
1,1,320.0,11,1,0,0,1,1,1,1,0,1,1,1.2,0.5263157894736842,0.47368421052631576
14,0,53.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
15,0,170.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
16,0,6.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
11,0,12.0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0,1.0
6,0,2.0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.0,1.0
13,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.0
9,0,0.0,0,0,,,,,,,,,,,0.0,1.0
8,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.0,1.0
18,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.0,1.0
2,0,26.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
14,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,1.0
15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,1.0
3,1,22.0,1,0,1,1,0,0,1,1,1,1,0,-0.2,0.0,1.0
1,0,8.0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,1.0
20,0,1.0,0,0,,,,,,,,,,,0.0,1.0
4,0,43.0,1,1,0,0,0,0,0,0,0,0,0,0.9,1.0,0.0
16,0,0.0,0,0,0,0,,,,,,,,,0.0,1.0
5,0,10.0,0,0,0,0,1,0,0,0,0,0,0,4.2,0.0,1.0
19,0,0.0,0,0,,,,,,,,,,,0.0,1.0
12,0,0.0,0,0,,,,,,,,,,,0.0,1.0
18,0,0.0,0,0,0,,,,,,,,,,0.0,1.0
19,0,3.0,0,0,0,0,0,,,,,,,,0.0,1.0
1,0,26.0,1,0,1,0,0,0,0,0,0,0,0,-0.4,0.5,0.5
3,0,39.0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0,1.0
13,0,6.0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.0,1.0
17,0,0.0,0,0,0,,,,,,,,,,0.0,1.0
4,0,37.0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,1.0
0,0,5.0,0,0,0,,,,,,,,,,0.0,1.0
5,0,44.0,0,0,0,0,0,1,0,0,0,0,0,3.9,0.0,1.0
15,0,13.0,0,0,0,,,,,,,,,,0.0,1.0
16,0,12.0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.0,1.0
2,1,18.0,2,1,0,1,1,0,0,1,1,1,1,0.1,0.5,0.5
12,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,1.0
9,0,36.0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.0,1.0
6,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
7,0,13.0,0,0,0,0,,,,,,,,,0.0,1.0
2,0,87.0,2,1,1,0,1,1,0,0,1,1,1,0.0,0.6666666666666666,0.3333333333333333
12,0,47.0,0,0,0,0,0,0,0,0,0,0,0,-1.4,0.0,1.0
5,0,12.0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,1.0
8,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,1.0
11,0,13.0,0,0,0,0,,,,,,,,,0.0,1.0
9,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
0,0,0.0,0,0,0,0,,,,,,,,,0.0,1.0
13,0,13.0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.0,1.0
0,0,6.0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.0,1.0
16,0,0.0,0,0,0,0,,,,,,,,,0.0,1.0
3,0,51.0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.0,1.0
4,0,86.0,0,0,0,0,0,0,1,0,0,0,0,4.0,0.0,1.0
17,0,3.0,0,0,0,0,0,0,,,,,,,0.0,1.0
1,1,0.0,2,0,0,1,0,0,0,0,0,0,0,-0.6,0.3333333333333333,0.6666666666666666
15,0,8.0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0,1.0
1,0,12.0,2,1,0,0,1,0,0,0,0,0,0,-0.6,0.5,0.5
18,0,0.0,0,0,0,0,0,0,0,,,,,,0.0,1.0
0,0,64.0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,1.0
12,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
4,0,57.0,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,1.0
15,0,112.0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,1.0
17,0,1.0,0,0,0,0,0,,,,,,,,0.0,1.0
2,1,66.0,3,0,1,1,0,1,1,0,0,1,1,0.0,0.5,0.5
8,0,6.0,0,0,0,0,0,0,0,0,0,0,0,-1.6,0.0,1.0
6,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.0,1.0
5,0,13.0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,1.0
9,0,13.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.0,1.0
13,0,10.0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,1.0
19,0,105.0,0,0,0,0,0,,,,,,,,0.0,1.0
3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.0,1.0
14,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
