year,position_text,position_quali,last_1,sma
2024,D,7,8,0.0
2024,15,14,16,14.0
2024,16,18,9,15.0
2024,14,17,15,13.0
2024,13,12,R,12.0
2024,6,8,6,5.0
2024,7,3,7,6.0
2024,4,1,5,3.0
2024,5,5,2,4.0
2024,18,16,13,17.0
2024,17,19,17,16.0
2024,6,5,7,5.0
2024,4,3,2,3.0
2024,20,18,R,19.0
2024,5,10,6,4.0
2024,12,15,10,11.0
2024,13,8,11,12.0
2024,14,19,12,13.0
2024,15,16,9,14.0
2024,16,20,17,15.0
2024,17,12,16,16.0
2024,18,14,14,17.0
2024,19,17,15,18.0
2024,8,11,1,7.0
2024,1,1,5,0.0
2024,3,6,3,2.0
2024,2,2,4,1.0
2024,7,4,D,6.0
2024,9,9,13,8.0
2024,10,7,8,9.0
2024,11,13,18,10.0
2024,19,17,13,18.0
2024,15,14,9,14.0
2024,14,15,15,13.0
2024,12,18,,11.0
2024,8,8,6,7.0
2024,11,11,10,10.0
2024,10,13,18,9.0
2024,9,9,14,8.0
2024,13,12,12,12.0
2024,7,3,7,6.0
2024,6,7,2,5.0
2024,R,16,17,19.0
2024,5,6,8,4.0
2024,2,2,4,1.0
2024,1,4,3,20.0
2024,16,19,19,15.0
2024,17,10,11,16.0
2024,18,20,20,17.0
2024,3,1,1,2.0
2024,4,5,5,3.0
2024,12,20,15,11.0
2024,13,15,13,12.0
2024,18,3,4,17.0
2024,2,1,1,1.0
2024,6,8,11,5.0
2024,3,5,7,2.0
2024,4,16,3,3.0
2024,5,6,6,4.0
2024,9,7,5,8.0
2024,8,9,12,7.0
2024,7,10,9,6.0
2024,11,13,17,10.0
2024,10,11,7,9.0
2024,14,18,18,13.0
2024,15,19,14,14.0
2024,19,14,19,18.0
2024,1,2,2,0.0
2024,R,12,R,19.0
2024,16,17,16,15.0
2024,17,4,8,16.0
2024,5,9,2,4.0
2024,7,10,18,6.0
2024,1,1,4,0.0
2024,9,6,11,8.0
2024,10,13,17,9.0
2024,11,12,8,10.0
2024,12,8,R,11.0
2024,4,4,3,3.0
2024,3,5,1,2.0
2024,8,7,6,7.0
2024,2,2,5,1.0
2024,6,3,9,5.0
2024,R,11,7,19.0
2024,19,14,10,18.0
2024,18,16,13,17.0
2024,17,18,12,16.0
2024,15,20,14,14.0
2024,16,19,16,15.0
2024,14,17,19,13.0
2024,13,15,15,12.0
2024,R,19,6,19.0
2024,5,5,3,4.0
2024,1,4,5,0.0
2024,8,12,9,7.0
2024,7,10,10,6.0
2024,3,2,2,2.0
2024,9,15,17,8.0
2024,11,9,19,10.0
2024,2,3,7,1.0
2024,18,13,13,17.0
2024,15,14,14,14.0
2024,14,11,12,13.0
2024,13,8,8,12.0
2024,19,20,15,18.0
2024,6,6,4,5.0
2024,10,17,11,9.0
2024,17,18,16,16.0
2024,16,16,R,15.0
2024,12,7,17,11.0
2024,4,1,1,3.0
2024,17,18,7,16.0
2024,16,12,9,15.0
2024,1,1,2,0.0
2024,3,4,1,2.0
2024,9,10,8,8.0
2024,8,17,5,7.0
2024,R,9,16,0.0
2024,R,13,13,17.0
2024,14,15,17,13.0
2024,15,20,19,14.0
2024,12,16,10,11.0
2024,13,19,18,12.0
2024,7,7,11,6.0
2024,6,2,3,5.0
2024,11,14,15,10.0
2024,10,8,12,9.0
2024,5,5,6,4.0
2024,2,3,4,1.0
2024,R,11,14,0.0
2024,4,6,R,3.0
2024,5,6,3,4.0
2024,4,2,5,3.0
2024,15,20,15,14.0
2024,14,9,R,13.0
2024,10,16,4,9.0
2024,11,13,17,10.0
2024,8,8,8,7.0
2024,9,5,16,8.0
2024,3,15,10,2.0
2024,2,4,13,1.0
2024,7,3,R,6.0
2024,6,1,2,5.0
2024,12,17,10,11.0
2024,13,11,14,12.0
2024,R,14,1,15.0
2024,1,12,6,0.0
2024,W,10,11,0.0
2024,W,7,R,0.0
2024,D,19,9,0.0
2024,R,18,12,0.0
2024,16,15,9,15.0
2024,17,11,2,16.0
2024,18,19,13,17.0
2024,13,13,15,12.0
2024,9,7,7,8.0
2024,11,17,14,10.0
2024,6,6,6,5.0
2024,R,3,3,0.0
2024,8,9,D,7.0
2024,14,14,R,13.0
2024,15,20,W,14.0
2024,R,18,W,18.0
2024,12,12,7,11.0
2024,10,16,11,9.0
2024,1,1,4,0.0
2024,4,4,5,3.0
2024,5,5,1,4.0
2024,7,8,8,6.0
2024,3,2,R,2.0
2024,2,10,10,1.0
2024,R,19,14,0.0
2024,R,15,15,0.0
2024,1,1,5,0.0
2024,2,5,4,1.0
2024,R,18,8,15.0
2024,3,4,7,2.0
2024,12,6,2,11.0
2024,13,14,9,12.0
2024,11,13,18,10.0
2024,8,12,13,7.0
2024,7,8,11,6.0
2024,6,7,3,5.0
2024,9,10,12,8.0
2024,10,3,6,9.0
2024,R,9,10,0.0
2024,R,20,17,0.0
2024,14,17,16,13.0
2024,15,16,R,14.0
2024,4,2,1,3.0
2024,5,11,R,4.0
2024,11,16,15,10.0
2024,10,2,3,9.0
2024,6,5,1,5.0
2024,7,6,5,6.0
2024,3,14,2,2.0
2024,4,18,12,3.0
2024,8,4,R,7.0
2024,9,8,7,8.0
2024,5,7,4,4.0
2024,2,3,6,1.0
2024,1,1,10,0.0
2024,14,13,R,13.0
2024,12,11,13,11.0
2024,13,17,8,12.0
2024,16,15,9,15.0
2024,15,20,,14.0
2024,17,12,14,16.0
2024,R,9,11,17.0
2024,R,19,R,0.0
2024,R,10,R,0.0
