year,position_text,position_quali,last_1,sma
2022,10,15,12,9.0
2022,9,4,14,8.0
2022,12,17,9,11.0
2022,13,13,4,12.0
2022,3,3,5,2.0
2022,2,7,2,1.0
2022,1,1,R,0.0
2022,1,3,1,0.0
2022,11,11,R,10.0
2022,13,14,18,12.0
2022,10,10,10,9.0
2022,14,19,16,13.0
2022,15,15,17,14.0
2022,16,16,9,15.0
2022,12,9,7,11.0
2022,8,20,14,7.0
2022,9,18,11,8.0
2022,6,6,13,5.0
2022,7,5,5,6.0
2022,5,12,4,4.0
2022,2,1,6,1.0
2022,3,2,R,2.0
2022,4,4,2,3.0
2022,R,17,15,0.0
2022,17,13,8,16.0
2022,R,7,12,17.0
2022,R,8,3,0.0
2022,7,12,8,6.0
2022,10,13,12,9.0
2022,9,17,11,8.0
2022,6,7,7,5.0
2022,4,3,3,3.0
2022,1,2,1,0.0
2022,2,5,4,1.0
2022,3,4,5,2.0
2022,R,1,2,0.0
2022,17,8,16,16.0
2022,18,19,9,17.0
2022,5,6,6,4.0
2022,R,15,R,18.0
2022,13,14,R,12.0
2022,14,10,15,13.0
2022,15,18,10,14.0
2022,16,20,14,15.0
2022,11,16,17,10.0
2022,12,9,13,11.0
2022,8,11,R,7.0
2022,1,3,2,0.0
2022,10,9,11,9.0
2022,9,12,6,8.0
2022,12,10,7,11.0
2022,11,17,13,10.0
2022,R,15,14,0.0
2022,R,13,17,0.0
2022,R,16,18,17.0
2022,15,19,16,14.0
2022,3,4,1,2.0
2022,5,6,3,4.0
2022,2,2,4,1.0
2022,6,5,8,5.0
2022,7,7,9,6.0
2022,8,8,5,7.0
2022,4,1,R,3.0
2022,17,11,10,16.0
2022,14,18,15,13.0
2022,13,14,12,12.0
2022,16,20,R,15.0
2022,15,18,15,14.0
2022,R,1,4,0.0
2022,R,4,2,0.0
2022,2,2,1,1.0
2022,5,6,11,4.0
2022,14,20,R,13.0
2022,R,16,R,16.0
2022,16,19,14,15.0
2022,R,14,16,0.0
2022,6,9,10,5.0
2022,7,10,7,6.0
2022,8,12,13,7.0
2022,9,11,6,8.0
2022,11,15,9,10.0
2022,12,17,R,11.0
2022,13,8,17,12.0
2022,10,13,12,9.0
2022,3,5,5,2.0
2022,1,3,3,0.0
2022,4,7,8,3.0
2022,11,9,8,10.0
2022,10,18,16,9.0
2022,13,12,12,12.0
2022,12,17,6,11.0
2022,14,16,5,13.0
2022,15,14,9,14.0
2022,16,19,15,15.0
2022,4,8,3,3.0
2022,8,10,R,7.0
2022,7,11,11,6.0
2022,6,7,10,5.0
2022,5,15,R,4.0
2022,3,4,4,2.0
2022,2,3,R,1.0
2022,1,1,1,0.0
2022,9,2,7,8.0
2022,17,5,R,16.0
2022,R,13,2,0.0
2022,R,6,14,0.0
2022,R,20,13,17.0
2022,R,15,6,14.0
2022,14,13,R,13.0
2022,R,11,14,0.0
2022,13,14,11,12.0
2022,2,4,R,1.0
2022,3,5,3,2.0
2022,4,3,5,3.0
2022,5,7,9,4.0
2022,1,1,2,0.0
2022,R,8,4,0.0
2022,R,9,8,0.0
2022,R,16,13,0.0
2022,R,12,7,0.0
2022,10,17,17,9.0
2022,12,10,16,11.0
2022,7,2,1,6.0
2022,11,20,10,10.0
2022,9,18,12,8.0
2022,8,19,R,7.0
2022,6,6,15,5.0
2022,9,16,13,8.0
2022,4,4,R,3.0
2022,13,17,11,12.0
2022,14,18,R,13.0
2022,17,20,9,16.0
2022,12,11,R,11.0
2022,11,12,R,10.0
2022,10,8,5,9.0
2022,R,13,2,0.0
2022,2,1,7,1.0
2022,R,19,12,0.0
2022,R,3,1,17.0
2022,8,6,10,7.0
2022,16,14,14,15.0
2022,15,10,R,14.0
2022,1,2,4,0.0
2022,3,9,3,2.0
2022,6,7,8,5.0
2022,5,5,R,4.0
2022,7,15,6,6.0
2022,14,13,11,13.0
2022,15,19,6,14.0
2022,16,18,14,15.0
2022,R,20,R,16.0
2022,R,10,8,0.0
2022,R,1,1,0.0
2022,R,8,16,0.0
2022,13,15,12,12.0
2022,10,17,13,9.0
2022,11,14,17,10.0
2022,9,11,9,8.0
2022,8,12,5,7.0
2022,5,9,R,4.0
2022,6,7,10,5.0
2022,12,16,15,11.0
2022,1,2,2,0.0
2022,2,4,3,1.0
2022,3,6,4,2.0
2022,7,5,7,6.0
2022,4,3,R,3.0
2022,10,18,11,9.0
2022,11,14,10,10.0
2022,3,1,3,2.0
2022,12,19,12,11.0
2022,17,17,13,16.0
2022,7,4,7,6.0
2022,8,6,6,7.0
2022,5,11,4,4.0
2022,6,3,R,5.0
2022,9,5,8,8.0
2022,18,20,R,17.0
2022,2,7,2,1.0
2022,1,10,1,0.0
2022,19,16,R,18.0
2022,20,8,14,19.0
2022,13,12,16,12.0
2022,14,15,15,13.0
2022,4,2,5,3.0
2022,15,9,9,14.0
2022,16,13,R,15.0
2022,13,19,19,12.0
2022,14,13,13,13.0
2022,18,17,18,17.0
2022,1,1,1,20.0
2022,2,3,5,1.0
2022,3,2,4,2.0
2022,4,8,3,3.0
2022,12,10,7,11.0
2022,6,4,6,5.0
2022,7,5,9,6.0
2022,8,16,10,7.0
2022,9,12,12,8.0
2022,10,9,17,9.0
2022,11,14,11,10.0
2022,16,18,16,15.0
2022,15,11,15,14.0
2022,R,7,2,0.0
2022,R,20,20,18.0
2022,5,6,8,4.0
2022,17,15,14,16.0
2022,R,9,13,0.0
2022,R,16,R,18.0
2022,18,20,18,17.0
2022,1,1,1,0.0
2022,5,5,2,4.0
2022,12,15,10,11.0
2022,11,11,9,10.0
2022,4,4,R,3.0
2022,6,13,5,5.0
2022,7,7,12,6.0
2022,8,3,3,7.0
2022,3,2,6,2.0
2022,9,12,7,8.0
2022,10,10,11,9.0
2022,14,19,8,13.0
2022,13,8,17,12.0
2022,16,14,14,15.0
2022,15,18,16,14.0
2022,17,17,15,16.0
2022,2,6,4,1.0
2022,14,15,R,13.0
2022,15,16,18,14.0
2022,3,6,2,2.0
2022,2,1,3,1.0
2022,1,2,1,0.0
2022,4,3,8,3.0
2022,R,10,6,0.0
2022,R,17,14,0.0
2022,11,11,9,10.0
2022,10,14,16,9.0
2022,9,13,,8.0
2022,R,18,10,0.0
2022,R,8,17,16.0
2022,16,19,15,15.0
2022,12,20,13,11.0
2022,5,5,4,4.0
2022,6,4,5,5.0
2022,7,7,7,6.0
2022,8,9,11,7.0
2022,13,12,R,12.0
2022,14,11,3,13.0
2022,R,10,14,14.0
2022,R,18,11,0.0
2022,13,13,12,12.0
2022,10,7,8,9.0
2022,11,16,13,10.0
2022,12,9,16,11.0
2022,6,12,R,5.0
2022,9,3,5,8.0
2022,1,2,6,0.0
2022,3,4,4,2.0
2022,2,1,2,1.0
2022,4,6,7,3.0
2022,5,17,R,4.0
2022,8,14,R,7.0
2022,7,8,1,6.0
2022,R,19,12,0.0
2022,R,5,R,0.0
2022,R,20,15,0.0
2022,R,15,10,0.0
2022,4,5,R,3.0
2022,3,2,2,2.0
2022,2,4,1,1.0
2022,1,1,7,0.0
2022,16,14,R,15.0
2022,13,13,R,12.0
2022,15,12,11,14.0
2022,5,6,9,4.0
2022,14,18,12,13.0
2022,18,17,10,17.0
2022,R,3,3,18.0
2022,R,16,R,0.0
2022,17,15,13,16.0
2022,8,8,14,7.0
2022,6,9,8,5.0
2022,11,11,5,10.0
2022,7,7,R,6.0
2022,9,20,R,8.0
2022,10,10,4,9.0
2022,12,19,6,11.0
2022,2,5,5,1.0
2022,R,10,15,0.0
2022,11,18,4,10.0
2022,13,11,R,12.0
2022,16,17,11,15.0
2022,12,14,16,11.0
2022,9,16,14,8.0
2022,R,1,R,0.0
2022,10,15,13,9.0
2022,3,2,3,2.0
2022,5,6,8,4.0
2022,4,4,2,3.0
2022,17,20,9,16.0
2022,15,19,17,14.0
2022,14,13,18,13.0
2022,1,3,1,0.0
2022,7,9,7,6.0
2022,8,12,6,7.0
2022,R,7,12,17.0
2022,6,8,10,5.0
2022,3,4,4,2.0
2022,4,2,5,3.0
2022,2,3,2,1.0
2022,5,5,R,4.0
2022,8,10,11,7.0
2022,6,7,3,5.0
2022,7,11,16,6.0
2022,1,1,1,0.0
2022,12,19,13,11.0
2022,11,14,14,10.0
2022,19,9,7,18.0
2022,R,13,10,19.0
2022,18,20,17,17.0
2022,13,12,12,12.0
2022,10,6,R,9.0
2022,9,8,6,8.0
2022,17,15,9,16.0
2022,14,17,8,13.0
2022,15,18,R,14.0
2022,16,16,15,15.0
2022,16,16,18,15.0
2022,13,20,16,12.0
2022,11,13,14,10.0
2022,10,15,15,9.0
2022,R,1,17,0.0
2022,R,4,9,17.0
2022,R,14,7,0.0
2022,5,7,19,4.0
2022,9,18,10,8.0
2022,7,9,3,6.0
2022,4,10,6,3.0
2022,17,19,R,16.0
2022,2,8,2,1.0
2022,6,2,1,5.0
2022,3,5,5,2.0
2022,1,3,4,0.0
2022,8,6,8,7.0
2022,14,12,11,13.0
2022,15,11,12,14.0
2022,12,17,13,11.0
2022,9,10,R,8.0
2022,6,7,R,5.0
2022,14,17,14,13.0
2022,12,15,12,11.0
2022,1,1,6,0.0
2022,2,3,4,1.0
2022,3,2,7,2.0
2022,R,11,5,19.0
2022,4,4,3,3.0
2022,13,19,15,12.0
2022,7,8,8,6.0
2022,15,18,9,14.0
2022,11,12,17,10.0
2022,10,9,11,9.0
2022,16,13,13,15.0
2022,8,14,10,7.0
2022,17,16,R,16.0
2022,18,5,2,17.0
2022,19,20,16,18.0
2022,5,6,1,4.0
2023,14,19,9,13.0
2023,13,17,17,12.0
2023,15,10,12,14.0
2023,16,13,12,15.0
2023,8,12,15,7.0
2023,7,6,5,6.0
2023,17,11,6,16.0
2023,9,20,14,8.0
2023,1,1,1,0.0
2023,12,16,,11.0
2023,10,15,13,9.0
2023,11,14,11,10.0
2023,R,18,,0.0
2023,R,3,2,0.0
2023,R,9,7,17.0
2023,6,8,8,5.0
2023,4,4,4,3.0
2023,3,5,R,2.0
2023,2,2,3,1.0
2023,5,7,18,4.0
2023,4,4,7,3.0
2023,14,18,14,13.0
2023,15,9,R,14.0
2023,13,12,16,12.0
2023,9,10,9,8.0
2023,3,3,3,2.0
2023,2,15,1,1.0
2023,1,1,2,0.0
2023,12,11,15,11.0
2023,11,16,11,10.0
2023,10,13,13,9.0
2023,17,19,17,16.0
2023,16,20,12,15.0
2023,5,8,5,4.0
2023,7,2,R,6.0
2023,6,5,4,5.0
2023,8,7,R,7.0
2023,R,6,6,0.0
2023,18,14,8,17.0
2023,R,17,10,18.0
2023,3,4,3,2.0
2023,4,6,R,3.0
2023,2,3,5,1.0
2023,R,2,4,17.0
2023,1,1,2,0.0
2023,5,20,1,4.0
2023,17,14,10,16.0
2023,R,8,R,0.0
2023,8,16,15,7.0
2023,R,7,7,0.0
2023,6,13,17,5.0
2023,7,10,12,6.0
2023,9,17,13,8.0
2023,16,18,16,15.0
2023,14,11,8,13.0
2023,15,15,14,14.0
2023,12,5,6,11.0
2023,11,19,18,10.0
2023,10,12,11,9.0
2023,13,9,9,12.0
2023,11,10,8,10.0
2023,3,1,R,2.0
2023,2,2,1,1.0
2023,1,3,5,0.0
2023,13,18,17,12.0
2023,14,19,13,13.0
2023,6,5,2,5.0
2023,18,14,11,17.0
2023,16,15,16,15.0
2023,15,12,14,14.0
2023,17,17,7,16.0
2023,4,6,3,3.0
2023,7,9,4,6.0
2023,8,11,R,7.0
2023,9,7,6,8.0
2023,10,8,10,9.0
2023,R,20,15,0.0
2023,R,16,9,18.0
2023,5,4,12,4.0
2023,12,13,R,11.0
2023,20,20,16,19.0
2023,17,16,9,16.0
2023,18,15,R,17.0
2023,19,19,11,18.0
2023,11,17,10,10.0
2023,10,4,13,9.0
2023,9,8,15,8.0
2023,12,18,7,11.0
2023,16,14,R,15.0
2023,13,10,18,12.0
2023,14,11,12,13.0
2023,15,12,17,14.0
2023,2,1,1,1.0
2023,7,7,3,6.0
2023,6,13,6,5.0
2023,1,9,2,0.0
2023,8,5,14,7.0
2023,3,2,4,2.0
2023,5,3,5,4.0
2023,4,6,8,3.0
2023,R,14,12,0.0
2023,18,16,20,17.0
2023,17,18,15,16.0
2023,16,20,2,15.0
2023,15,9,11,14.0
2023,2,2,3,1.0
2023,1,1,1,20.0
2023,3,4,9,2.0
2023,R,17,10,18.0
2023,10,11,19,9.0
2023,9,10,17,8.0
2023,8,5,5,7.0
2023,7,7,8,6.0
2023,14,13,14,13.0
2023,13,19,16,12.0
2023,12,12,18,11.0
2023,11,15,13,10.0
2023,6,3,7,5.0
2023,5,8,4,4.0
2023,4,6,6,3.0
2023,11,19,6,10.0
2023,15,8,17,14.0
2023,13,10,10,12.0
2023,14,14,12,13.0
2023,19,16,11,18.0
2023,18,17,R,17.0
2023,17,3,9,16.0
2023,16,18,14,15.0
2023,20,20,18,19.0
2023,10,4,7,9.0
2023,9,13,13,8.0
2023,12,15,15,11.0
2023,8,7,3,7.0
2023,7,9,2,6.0
2023,5,2,8,4.0
2023,6,6,R,5.0
2023,4,11,16,3.0
2023,3,12,5,2.0
2023,2,5,4,1.0
2023,1,1,1,0.0
2023,R,19,20,0.0
2023,13,7,17,12.0
2023,14,16,12,13.0
2023,15,2,15,14.0
2023,16,20,9,15.0
2023,11,9,13,10.0
2023,9,13,6,8.0
2023,10,15,19,9.0
2023,4,11,11,3.0
2023,5,8,5,4.0
2023,6,12,4,5.0
2023,7,10,16,6.0
2023,8,6,8,7.0
2023,1,1,1,20.0
2023,3,4,2,2.0
2023,2,3,7,1.0
2023,12,17,10,11.0
2023,17,14,18,16.0
2023,18,18,14,17.0
2023,R,5,3,18.0
2023,16,13,11,15.0
2023,17,20,18,16.0
2023,18,19,17,17.0
2023,19,16,14,18.0
2023,R,8,15,19.0
2023,1,1,1,0.0
2023,3,15,6,2.0
2023,2,2,4,1.0
2023,6,3,5,5.0
2023,5,7,2,4.0
2023,7,11,R,6.0
2023,4,4,13,3.0
2023,11,10,7,10.0
2023,10,9,12,9.0
2023,9,6,9,8.0
2023,12,17,16,11.0
2023,8,5,3,7.0
2023,13,18,R,12.0
2023,14,12,8,13.0
2023,15,14,10,14.0
2023,R,20,18,18.0
2023,18,10,10,17.0
2023,17,19,17,16.0
2023,16,17,19,15.0
2023,15,18,12,14.0
2023,2,2,4,1.0
2023,1,1,1,0.0
2023,3,7,8,2.0
2023,4,3,16,3.0
2023,5,6,7,4.0
2023,6,16,3,5.0
2023,7,9,5,6.0
2023,8,8,11,7.0
2023,9,4,2,8.0
2023,10,5,6,9.0
2023,11,14,13,10.0
2023,12,15,15,11.0
2023,13,11,R,12.0
2023,14,12,9,13.0
2023,R,13,14,0.0
2023,14,10,13,13.0
2023,13,13,9,12.0
2023,15,17,16,14.0
2023,11,16,8,10.0
2023,1,2,1,0.0
2023,2,3,2,1.0
2023,3,9,6,2.0
2023,4,1,3,3.0
2023,6,18,5,5.0
2023,5,4,4,4.0
2023,7,6,9,6.0
2023,8,11,10,7.0
2023,12,7,12,11.0
2023,9,8,7,8.0
2023,10,14,14,9.0
2023,R,12,R,0.0
2023,R,15,18,0.0
2023,R,20,11,17.0
2023,17,19,R,16.0
2023,16,5,15,15.0
2023,2,3,3,1.0
2023,3,2,7,2.0
2023,1,1,1,0.0
2023,16,19,13,15.0
2023,15,13,17,14.0
2023,14,16,11,13.0
2023,13,17,16,12.0
2023,12,14,12,11.0
2023,R,5,8,18.0
2023,18,20,14,17.0
2023,17,18,R,16.0
2023,R,6,5,0.0
2023,8,15,R,7.0
2023,11,12,R,10.0
2023,9,10,10,8.0
2023,10,11,15,9.0
2023,4,4,4,3.0
2023,5,9,9,4.0
2023,6,8,6,5.0
2023,7,7,2,6.0
2023,12,15,18,11.0
2023,11,11,9,10.0
2023,10,17,8,9.0
2023,9,8,R,8.0
2023,4,7,2,3.0
2023,7,2,7,6.0
2023,5,6,R,4.0
2023,8,4,14,7.0
2023,2,5,5,1.0
2023,3,12,11,2.0
2023,1,1,1,0.0
2023,6,13,4,5.0
2023,13,20,,12.0
2023,14,19,12,13.0
2023,15,14,10,14.0
2023,R,10,17,0.0
2023,16,18,15,15.0
2023,R,9,3,0.0
2023,R,16,13,17.0
2023,17,3,6,16.0
2023,5,4,17,4.0
2023,6,8,6,5.0
2023,4,3,R,3.0
2023,11,12,13,10.0
2023,10,14,14,9.0
2023,9,10,2,8.0
2023,8,9,7,7.0
2023,7,6,8,6.0
2023,13,15,R,12.0
2023,12,7,9,11.0
2023,14,16,R,13.0
2023,R,18,10,18.0
2023,18,19,16,17.0
2023,17,13,12,16.0
2023,16,20,11,15.0
2023,15,17,3,14.0
2023,R,11,15,0.0
2023,2,5,4,1.0
2023,1,2,1,0.0
2023,3,1,5,2.0
2023,7,17,12,6.0
2023,3,5,6,2.0
2023,5,11,1,4.0
2023,6,12,15,5.0
2023,9,10,11,8.0
2023,8,13,2,7.0
2023,10,6,18,9.0
2023,15,7,9,14.0
2023,14,18,13,13.0
2023,4,3,4,3.0
2023,1,1,3,0.0
2023,2,4,8,1.0
2023,R,15,R,0.0
2023,W,20,16,0.0
2023,R,16,10,16.0
2023,R,8,R,0.0
2023,16,2,5,15.0
2023,13,9,17,12.0
2023,12,19,14,11.0
2023,11,14,7,10.0
2023,7,8,16,6.0
2023,8,10,15,7.0
2023,1,1,5,0.0
2023,2,3,2,1.0
2023,3,2,7,2.0
2023,11,11,9,10.0
2023,9,14,R,8.0
2023,10,12,6,9.0
2023,15,15,10,14.0
2023,R,13,11,15.0
2023,R,20,14,0.0
2023,R,17,W,0.0
2023,R,5,8,0.0
2023,12,9,R,11.0
2023,13,19,12,12.0
2023,14,18,13,13.0
2023,R,16,R,0.0
2023,4,4,4,3.0
2023,5,7,3,4.0
2023,6,6,1,5.0
2023,6,4,8,5.0
2023,1,1,1,0.0
2023,2,6,3,1.0
2023,7,8,9,6.0
2023,R,3,5,0.0
2023,W,12,6,0.0
2023,13,14,R,12.0
2023,14,19,15,13.0
2023,15,11,12,14.0
2023,8,9,R,7.0
2023,9,20,13,8.0
2023,10,13,R,9.0
2023,11,17,R,10.0
2023,12,7,10,11.0
2023,17,18,11,16.0
2023,R,16,R,17.0
2023,16,15,14,15.0
2023,5,5,4,4.0
2023,4,2,7,3.0
2023,3,10,2,2.0
2023,15,15,16,14.0
2023,R,17,6,15.0
2023,1,6,1,0.0
2023,2,2,3,1.0
2023,3,4,W,2.0
2023,4,9,10,3.0
2023,5,5,4,4.0
2023,6,7,12,5.0
2023,7,19,11,6.0
2023,8,11,15,7.0
2023,9,18,13,8.0
2023,10,20,R,9.0
2023,11,16,16,10.0
2023,D,3,R,0.0
2023,R,10,2,0.0
2023,R,8,7,0.0
2023,D,1,5,0.0
2023,12,13,8,11.0
2023,13,12,9,12.0
2023,14,14,14,13.0
2023,15,9,12,14.0
2023,11,11,6,10.0
2023,13,12,11,12.0
2023,14,10,13,13.0
2023,3,1,D,2.0
2023,4,2,3,3.0
2023,5,19,2,4.0
2023,6,8,5,5.0
2023,7,4,15,6.0
2023,12,15,8,11.0
2023,1,3,1,0.0
2023,2,6,D,1.0
2023,R,17,14,0.0
2023,R,5,4,0.0
2023,17,18,7,16.0
2023,R,13,R,17.0
2023,16,20,10,15.0
2023,8,7,R,7.0
2023,9,14,9,8.0
2023,10,16,R,9.0
2023,5,3,17,4.0
2023,4,9,R,3.0
2023,6,8,4,5.0
2023,11,19,16,10.0
2023,7,13,11,6.0
2023,3,4,R,2.0
2023,1,1,1,0.0
2023,2,7,5,1.0
2023,W,2,3,0.0
2023,R,18,15,0.0
2023,R,20,14,0.0
2023,R,14,R,0.0
2023,R,15,9,0.0
2023,8,5,2,7.0
2023,9,16,12,8.0
2023,10,12,10,9.0
2023,R,6,6,14.0
2023,12,11,13,11.0
2023,13,17,7,12.0
2023,14,10,8,13.0
2023,16,7,11,15.0
2023,R,16,2,19.0
2023,17,8,R,16.0
2023,18,20,9,17.0
2023,19,13,12,18.0
2023,3,12,4,2.0
2023,5,14,5,4.0
2023,6,2,6,5.0
2023,7,11,8,6.0
2023,4,17,10,3.0
2023,9,10,3,8.0
2023,10,19,14,9.0
2023,11,5,7,10.0
2023,12,6,R,11.0
2023,13,9,R,12.0
2023,14,15,13,13.0
2023,15,18,R,14.0
2023,8,4,R,7.0
2023,1,3,1,0.0
2023,2,1,W,1.0
2023,15,8,19,14.0
2023,16,20,16,15.0
2023,17,19,15,16.0
2023,18,16,6,17.0
2023,19,18,17,18.0
2023,3,4,8,2.0
2023,1,1,1,0.0
2023,2,2,2,1.0
2023,7,7,9,6.0
2023,8,6,18,7.0
2023,9,11,7,8.0
2023,10,13,5,9.0
2023,11,15,14,10.0
2023,4,9,3,3.0
2023,5,5,R,4.0
2023,6,3,10,5.0
2023,12,12,4,11.0
2023,20,17,13,19.0
2023,13,10,11,12.0
2023,14,14,12,13.0
2024,20,18,16,19.0
2024,17,19,12,16.0
2024,18,20,13,17.0
2024,16,10,15,15.0
2024,19,16,19,18.0
2024,3,4,18,2.0
2024,5,3,3,4.0
2024,6,7,5,5.0
2024,7,9,9,6.0
2024,4,2,2,3.0
2024,1,1,1,20.0
2024,2,5,4,1.0
2024,10,12,10,9.0
2024,9,6,7,8.0
2024,8,8,6,7.0
2024,11,17,17,10.0
2024,14,11,8,13.0
2024,13,14,11,12.0
2024,12,15,20,11.0
2024,15,13,14,14.0
2024,11,12,15,10.0
2024,10,15,16,9.0
2024,1,1,1,20.0
2024,14,19,20,13.0
2024,12,13,12,11.0
2024,4,5,8,3.0
2024,3,2,4,2.0
2024,2,3,2,1.0
2024,13,17,17,12.0
2024,17,16,19,16.0
2024,R,18,18,0.0
2024,R,10,10,18.0
2024,18,20,11,17.0
2024,15,9,14,14.0
2024,16,14,13,15.0
2024,6,7,5,5.0
2024,9,8,7,8.0
2024,7,11,,6.0
2024,8,6,6,7.0
2024,5,4,9,4.0
2024,9,16,10,8.0
2024,10,14,12,9.0
2024,6,9,R,5.0
2024,2,5,3,1.0
2024,8,10,5,7.0
2024,17,7,6,16.0
2024,16,15,13,15.0
2024,3,4,8,2.0
2024,4,6,4,3.0
2024,5,3,2,4.0
2024,1,2,3,0.0
2024,7,8,15,6.0
2024,R,11,9,17.0
2024,13,17,R,12.0
2024,R,1,1,0.0
2024,15,19,18,14.0
2024,14,13,17,13.0
2024,11,12,11,10.0
2024,12,18,16,11.0
2024,R,14,11,0.0
2024,6,5,8,5.0
2024,7,9,17,6.0
2024,R,20,15,17.0
2024,17,19,14,16.0
2024,16,17,13,15.0
2024,4,8,2,3.0
2024,3,4,1,2.0
2024,R,11,12,0.0
2024,14,13,14,13.0
2024,13,18,10,12.0
2024,15,15,16,14.0
2024,12,16,6,11.0
2024,11,12,9,10.0
2024,10,10,7,9.0
2024,9,7,R,8.0
2024,8,6,4,7.0
2024,1,1,R,0.0
2024,2,2,5,1.0
2024,5,3,3,4.0
2024,16,17,13,15.0
2024,12,14,R,11.0
2024,13,15,16,12.0
2024,14,16,R,13.0
2024,15,11,12,14.0
2024,R,12,R,17.0
2024,R,19,10,0.0
2024,17,20,17,16.0
2024,R,10,14,0.0
2024,8,5,8,7.0
2024,1,1,1,0.0
2024,3,2,2,2.0
2024,2,4,5,1.0
2024,4,6,4,3.0
2024,5,7,3,4.0
2024,6,8,7,5.0
2024,7,3,6,6.0
2024,10,9,11,9.0
2024,9,18,9,8.0
2024,11,13,15,10.0
2024,8,7,6,7.0
2024,12,12,13,11.0
2024,9,15,7,8.0
2024,10,13,11,9.0
2024,11,9,10,10.0
2024,15,18,R,14.0
2024,14,20,14,13.0
2024,16,16,R,15.0
2024,R,17,17,19.0
2024,6,8,9,5.0
2024,5,3,5,4.0
2024,7,10,R,6.0
2024,18,14,12,17.0
2024,3,2,4,2.0
2024,2,1,1,1.0
2024,1,5,2,0.0
2024,4,4,3,3.0
2024,17,11,15,16.0
2024,19,19,16,18.0
2024,13,6,8,12.0
2024,15,17,14,14.0
2024,11,10,11,10.0
2024,14,12,10,13.0
2024,13,9,15,12.0
2024,12,18,19,11.0
2024,7,6,8,6.0
2024,6,8,6,5.0
2024,5,5,5,4.0
2024,4,2,13,3.0
2024,8,11,4,7.0
2024,10,7,7,9.0
2024,9,13,17,8.0
2024,R,14,18,19.0
2024,3,4,3,2.0
2024,2,3,1,1.0
2024,1,1,2,0.0
2024,16,15,12,15.0
2024,19,19,9,18.0
2024,18,16,16,17.0
2024,17,20,R,16.0
2024,3,3,5,2.0
2024,R,11,14,16.0
2024,16,20,15,15.0
2024,R,18,8,0.0
2024,4,4,2,3.0
2024,6,6,1,5.0
2024,7,7,6,6.0
2024,8,8,10,7.0
2024,12,13,13,11.0
2024,11,16,19,10.0
2024,10,10,16,9.0
2024,13,19,18,12.0
2024,15,17,17,14.0
2024,14,14,9,13.0
2024,R,12,11,0.0
2024,R,15,12,0.0
2024,9,9,R,8.0
2024,5,5,7,4.0
2024,2,2,4,1.0
2024,1,1,3,0.0
2024,R,12,3,15.0
2024,13,17,13,12.0
2024,10,18,R,9.0
2024,15,20,16,14.0
2024,8,5,12,7.0
2024,7,9,14,6.0
2024,6,6,11,5.0
2024,9,15,10,8.0
2024,11,19,R,10.0
2024,2,3,4,1.0
2024,12,14,R,11.0
2024,14,8,8,13.0
2024,1,2,6,0.0
2024,5,4,2,4.0
2024,R,11,1,0.0
2024,R,13,15,0.0
2024,R,10,9,0.0
2024,R,16,R,0.0
2024,3,1,5,2.0
2024,4,7,7,3.0
2024,7,10,5,6.0
2024,6,6,R,5.0
2024,11,13,11,10.0
2024,20,20,R,19.0
2024,9,7,9,8.0
2024,3,3,4,2.0
2024,8,8,R,7.0
2024,10,9,10,9.0
2024,13,15,15,12.0
2024,14,14,7,13.0
2024,15,18,8,14.0
2024,4,4,3,3.0
2024,5,5,R,4.0
2024,19,17,14,18.0
2024,18,19,R,17.0
2024,17,16,12,16.0
2024,16,12,13,15.0
2024,12,11,6,11.0
2024,2,1,2,1.0
2024,1,2,1,0.0
2024,2,7,7,1.0
2024,4,5,3,3.0
2024,3,4,6,2.0
2024,20,2,2,19.0
2024,10,13,9,9.0
2024,11,6,5,10.0
2024,9,11,15,8.0
2024,16,18,16,15.0
2024,15,16,18,14.0
2024,14,14,19,13.0
2024,17,20,13,16.0
2024,18,15,12,17.0
2024,8,12,17,7.0
2024,1,3,4,20.0
2024,7,8,8,6.0
2024,13,17,14,12.0
2024,12,10,10,11.0
2024,19,19,20,18.0
2024,6,9,11,5.0
2024,5,1,1,4.0
2024,8,10,18,7.0
2024,7,8,13,6.0
2024,6,6,6,5.0
2024,15,16,16,14.0
2024,13,15,9,12.0
2024,10,13,14,9.0
2024,11,12,19,10.0
2024,12,17,8,11.0
2024,17,19,7,16.0
2024,18,14,17,17.0
2024,16,18,12,15.0
2024,4,5,2,3.0
2024,3,3,20,2.0
2024,14,11,11,13.0
2024,2,4,5,1.0
2024,1,2,4,20.0
2024,5,7,3,4.0
2024,9,9,15,8.0
2024,R,1,1,18.0
2024,W,20,10,0.0
2024,13,11,6,12.0
2024,2,1,3,1.0
2024,12,9,13,11.0
2024,14,13,9,13.0
2024,11,7,8,10.0
2024,10,8,7,9.0
2024,6,4,5,5.0
2024,9,10,10,8.0
2024,15,15,12,14.0
2024,19,18,18,18.0
2024,3,5,1,2.0
2024,4,6,14,3.0
2024,8,17,R,7.0
2024,7,16,17,6.0
2024,18,19,16,17.0
2024,1,2,4,0.0
2024,5,3,2,4.0
2024,16,12,15,15.0
2024,R,20,W,19.0
2024,17,14,11,16.0
2024,2,6,1,1.0
2024,3,2,4,2.0
2024,11,15,10,10.0
2024,12,11,14,11.0
2024,1,4,3,0.0
2024,8,9,11,7.0
2024,10,13,12,9.0
2024,9,10,18,8.0
2024,R,20,19,18.0
