grid,positionText,current_standings_position,current_wins,last_1,last_2,last_3,last_4,last_5,last_6,last_7,last_8,last_9,last_10,propensity_tight_0,propensity_tight_1,propensity_tight_2,propensity_tight_3,propensity_winner_1,propensity_winner_0
6,0,4,2,0,0,0,1,0,0,1,0,0,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.25,0.75
18,0,20,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,1.0
8,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,2,2,3,0,1,0,3,1,1,0,3,2,2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.375,0.625
17,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,2,4,0,0,0,0,2,0,2,0,2,2,0,0.6,0.0,0.4,0.0,0.0,1.0
16,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,2,4,1,3,0,1,2,0,0,0,1,1,0.4,0.4,0.1,0.1,0.3333333333333333,0.6666666666666666
17,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,1,1,4,2,0,1,0,3,1,1,0,3,2,0.3,0.3,0.2,0.2,0.3333333333333333,0.6666666666666666
12,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,0,6,1,0,1,2,3,0,3,0,0,0,0,0.6,0.1,0.1,0.2,0.1111111111111111,0.8888888888888888
7,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
6,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,5,2,0,0,0,0,1,0,0,1,0,0,0.8,0.2,0.0,0.0,0.2222222222222222,0.7777777777777778
9,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,3,3,0,3,2,3,0,0,0,2,3,0,3,0.4,0.0,0.2,0.4,0.0,1.0
10,0,10,0,0,0,0,0,0,0,3,0,0,0,0.9,0.0,0.0,0.1,0.0,1.0
9,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,5,2,0,0,0,0,0,1,0,0,1,0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.2,0.8
4,2,2,4,0,1,3,0,1,2,0,0,0,1,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.3,0.7
13,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
7,0,6,1,0,0,1,2,3,0,3,0,0,0,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.1,0.9
8,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,3,3,0,3,3,2,3,0,0,0,2,3,0,0.36363636363636365,0.0,0.18181818181818182,0.45454545454545453,0.0,1.0
15,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,1,5,1,2,0,1,0,3,1,1,0,3,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.4,0.6
2,0,4,0,2,0,0,0,2,0,2,0,2,2,0.5454545454545454,0.0,0.45454545454545453,0.0,0.0,1.0
6,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,10,0,0,0,0,0,0,0,0,3,0,0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0,1.0
10,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,6,2,0,0,0,0,0,0,1,0,0,1,0.8333333333333334,0.16666666666666666,0.0,0.0,0.18181818181818182,0.8181818181818182
5,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,2,1,5,1,1,2,0,1,0,3,1,1,0,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.45454545454545453,0.5454545454545454
16,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,4,0,0,2,0,0,0,2,0,2,0,2,0.5833333333333334,0.0,0.4166666666666667,0.0,0.0,1.0
9,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
7,3,5,1,0,0,0,1,2,3,0,3,0,0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.09090909090909091,0.9090909090909091
2,1,2,5,2,0,1,3,0,1,2,0,0,0,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.2727272727272727,0.7272727272727273
13,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
6,0,3,0,3,3,3,2,3,0,0,0,2,3,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0,1.0
4,0,10,0,0,0,0,0,0,0,0,0,3,0,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0,1.0
3,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
6,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,2,3,0,0,3,3,3,2,3,0,0,0,2,0.38461538461538464,0.0,0.15384615384615385,0.46153846153846156,0.0,1.0
7,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,0,9,0,0,0,0,0,0,0,0,0,0,3,0.9230769230769231,0.0,0.0,0.07692307692307693,0.0,1.0
3,1,1,6,2,1,1,2,0,1,0,3,1,1,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.4166666666666667,0.5833333333333334
13,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,5,1,3,0,0,0,1,2,3,0,3,0,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.08333333333333333,0.9166666666666666
12,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,6,2,0,0,0,0,0,0,0,1,0,0,0.8461538461538461,0.15384615384615385,0.0,0.0,0.16666666666666666,0.8333333333333334
17,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
9,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,0,2,5,1,2,0,1,3,0,1,2,0,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.3333333333333333,0.6666666666666666
4,3,4,0,0,0,2,0,0,0,2,0,2,0,0.6153846153846154,0.0,0.38461538461538464,0.0,0.0,1.0
11,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,2,5,1,0,3,0,0,0,1,2,3,0,3,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.07692307692307693,0.9230769230769231
6,0,6,2,0,0,0,0,0,0,0,0,1,0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.15384615384615385,0.8461538461538461
18,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,0,4,0,3,0,0,2,0,0,0,2,0,2,0.5714285714285714,0.0,0.35714285714285715,0.07142857142857142,0.0,1.0
7,0,10,0,0,0,0,0,0,0,0,0,0,0,0.9285714285714286,0.0,0.0,0.07142857142857142,0.0,1.0
14,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,3,2,5,0,1,2,0,1,3,0,1,2,0,0.42857142857142855,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.3076923076923077,0.6923076923076923
15,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,1,7,1,2,1,1,2,0,1,0,3,1,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.46153846153846156,0.5384615384615384
11,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,3,0,2,0,3,3,3,2,3,0,0,0,0.35714285714285715,0.0,0.21428571428571427,0.42857142857142855,0.0,1.0
9,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
9,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,2,3,0,0,3,0,0,2,0,0,0,2,0,0.6,0.0,0.3333333333333333,0.06666666666666667,0.0,1.0
12,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,3,2,5,3,0,1,2,0,1,3,0,1,2,0.4,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.2857142857142857,0.7142857142857143
13,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,6,2,0,0,0,0,0,0,0,0,0,1,0.8666666666666667,0.13333333333333333,0.0,0.0,0.14285714285714285,0.8571428571428571
17,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,5,1,2,0,3,0,0,0,1,2,3,0,0.6,0.06666666666666667,0.13333333333333333,0.2,0.07142857142857142,0.9285714285714286
6,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,0,4,0,0,2,0,3,3,3,2,3,0,0,0.4,0.0,0.2,0.4,0.0,1.0
14,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,10,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.0,1.0
7,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,1,1,8,1,1,2,1,1,2,0,1,0,3,0.2,0.4666666666666667,0.2,0.13333333333333333,0.5,0.5
20,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,1,9,1,1,1,2,1,1,2,0,1,0,0.1875,0.5,0.1875,0.125,0.5333333333333333,0.4666666666666667
6,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
9,0,7,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.0,0.0,0.0625,0.0,1.0
18,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,6,2,0,0,0,0,0,0,0,0,0,0,0.875,0.125,0.0,0.0,0.13333333333333333,0.8666666666666667
11,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,2,5,3,3,0,1,2,0,1,3,0,1,0.375,0.3125,0.125,0.1875,0.26666666666666666,0.7333333333333333
7,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,8,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,3,5,1,0,2,0,3,0,0,0,1,2,3,0.625,0.0625,0.125,0.1875,0.06666666666666667,0.9333333333333333
2,2,3,0,2,0,3,0,0,2,0,0,0,2,0.5625,0.0,0.375,0.0625,0.0,1.0
16,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,0,4,0,0,0,2,0,3,3,3,2,3,0,0.4375,0.0,0.1875,0.375,0.0,1.0
14,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
6,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,0,6,2,0,0,0,0,0,0,0,0,0,0,0.8823529411764706,0.11764705882352941,0.0,0.0,0.125,0.875
1,3,1,9,1,1,1,1,2,1,1,2,0,1,0.17647058823529413,0.5294117647058824,0.17647058823529413,0.11764705882352941,0.5625,0.4375
19,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,8,0,0,0,0,0,0,0,0,0,0,0,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,1.0
20,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,2,5,0,3,3,0,1,2,0,1,3,0,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.25,0.75
8,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,0,4,0,2,2,0,3,0,0,2,0,0,0,0.5294117647058824,0.0,0.4117647058823529,0.058823529411764705,0.0,1.0
18,2,5,1,3,0,2,0,3,0,0,0,1,2,0.5882352941176471,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.0625,0.9375
9,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
7,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,1,3,1,0,0,0,2,0,3,3,3,2,3,0.47058823529411764,0.0,0.17647058823529413,0.35294117647058826,0.0,1.0
11,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,6,2,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.11764705882352941,0.8823529411764706
18,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
7,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,4,0,0,2,2,0,3,0,0,2,0,0,0.5555555555555556,0.0,0.3888888888888889,0.05555555555555555,0.0,1.0
9,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
6,3,3,1,1,0,0,0,2,0,3,3,3,2,0.4444444444444444,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.058823529411764705,0.9411764705882353
2,1,5,2,2,3,0,2,0,3,0,0,0,1,0.5555555555555556,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.058823529411764705,0.9411764705882353
20,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,2,2,5,0,0,3,3,0,1,2,0,1,3,0.4444444444444444,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.23529411764705882,0.7647058823529411
16,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,0,1,9,3,1,1,1,1,2,1,1,2,0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.5294117647058824,0.47058823529411764
13,0,8,0,0,0,0,0,0,0,0,0,0,0,0.9444444444444444,0.0,0.0,0.05555555555555555,0.0,1.0
14,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,0,2,5,2,0,0,3,3,0,1,2,0,1,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.2222222222222222,0.7777777777777778
16,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,8,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315,0.0,0.0,0.05263157894736842,0.0,1.0
1,1,1,10,0,3,1,1,1,1,2,1,1,2,0.21052631578947367,0.47368421052631576,0.15789473684210525,0.15789473684210525,0.5,0.5
19,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,6,2,0,0,0,0,0,0,0,0,0,0,0.8947368421052632,0.10526315789473684,0.0,0.0,0.1111111111111111,0.8888888888888888
20,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,2,5,2,1,2,3,0,2,0,3,0,0,0,0.5263157894736842,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.1111111111111111,0.8888888888888888
4,3,3,1,3,1,0,0,0,2,0,3,3,3,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.05555555555555555,0.9444444444444444
7,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,0,4,0,0,0,2,2,0,3,0,0,2,0,0.5789473684210527,0.0,0.3684210526315789,0.05263157894736842,0.0,1.0
17,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
9,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
6,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
10,0,7,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,20,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
9,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
3,2,2,5,0,2,0,0,3,3,0,1,2,0,0.45,0.25,0.15,0.15,0.21052631578947367,0.7894736842105263
18,0,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,6,2,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.10526315789473684,0.8947368421052632
20,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,13,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
14,0,8,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,0.0,0.05,0.0,1.0
16,0,19,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,1,11,1,0,3,1,1,1,1,2,1,1,0.2,0.5,0.15,0.15,0.5263157894736842,0.47368421052631576
2,0,5,0,0,0,0,2,2,0,3,0,0,2,0.6,0.0,0.35,0.05,0.0,1.0
6,3,4,2,2,1,2,3,0,2,0,3,0,0,0.5,0.1,0.2,0.2,0.10526315789473684,0.8947368421052632
4,0,3,1,3,3,1,0,0,0,2,0,3,3,0.4,0.05,0.15,0.4,0.05263157894736842,0.9473684210526315
7,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
5,0,3,0,0,3,3,2,1,2,3,0,2,0,0.5,0.0,0.0,0.5,0.0,1.0
10,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
8,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,0,19,0,0,0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
15,0,8,0,0,0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,16,0,0,0,0,0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
3,3,4,0,0,0,2,0,2,0,0,3,3,0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,13,0,0,0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
14,0,18,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
9,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,0,20,0,0,0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
7,0,11,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
11,0,15,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
12,0,12,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
2,1,1,2,1,2,1,1,0,3,1,1,1,1,0.0,0.5,0.5,0.0,1.0,0.0
4,0,5,0,3,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.5,0.0,1.0
13,0,7,0,0,0,0,3,3,1,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0
