iter	Logloss
0	0.4840509808
1	0.3381112441
2	0.236722404
3	0.1810953843
4	0.1445116576
5	0.1150366398
6	0.09670688345
7	0.0836491459
8	0.07518542859
9	0.06731831987
10	0.06253187215
11	0.0584839718
12	0.05535207646
13	0.05250369861
14	0.04989868831
15	0.04716872595
16	0.04694006991
17	0.04485990729
18	0.04339933891
19	0.04164002399
20	0.04005107019
21	0.03891962668
22	0.03773695059
23	0.03659436263
24	0.0353838884
25	0.03398300817
26	0.03327079999
27	0.03193853129
28	0.03111646987
29	0.03019318646
30	0.02915557144
31	0.02820983744
32	0.02747870929
33	0.02660445122
34	0.0256621909
35	0.02475552
36	0.02468093639
37	0.02439904759
38	0.02360187116
39	0.02288525406
40	0.02217647205
41	0.02156407901
42	0.02104931381
43	0.02048593953
44	0.02011302844
45	0.01974058225
46	0.01922659238
47	0.01879311225
48	0.01836653919
49	0.01792904075
50	0.01753908722
51	0.01702788461
52	0.01677778086
53	0.01642689986
54	0.01614360691
55	0.01589939498
56	0.0155949365
57	0.01529365108
58	0.01502352186
59	0.01475648476
60	0.01453087978
61	0.01436975398
62	0.0140476877
63	0.01385742001
64	0.01366633888
65	0.01339130246
66	0.01308722221
67	0.01278391357
68	0.01258473601
69	0.01240465662
70	0.01212608021
71	0.01193179885
72	0.01163801416
73	0.01144490881
74	0.01136533521
75	0.0111767705
76	0.01085142028
77	0.01071622583
78	0.01051103489
79	0.01035714657
80	0.01022664133
81	0.01007017056
82	0.009917371391
83	0.009813339873
84	0.009691871553
85	0.009468996462
86	0.009312029446
87	0.009108162989
88	0.008911607907
89	0.00879025055
90	0.008686580986
91	0.00864077173
92	0.008536890133
93	0.008394607024
94	0.008338252782
95	0.008251266355
96	0.008160258012
97	0.008012452476
98	0.007966766041
99	0.007840964038
100	0.007761609419
101	0.007671015106
102	0.007529909182
103	0.007378283236
104	0.007293553777
105	0.007149500585
106	0.007065069763
107	0.006971299889
108	0.006894761793
109	0.006828773925
110	0.006727419
111	0.006653976683
112	0.00661020025
113	0.006522978554
114	0.006485179841
115	0.006379263248
116	0.006308595861
117	0.006223015623
118	0.006139549887
119	0.00606382174
120	0.006020515118
121	0.005961781047
122	0.005923312409
123	0.005832137417
124	0.005770795039
125	0.005684528231
126	0.00558587035
127	0.005494437983
128	0.005430520475
129	0.005358161924
130	0.00530656337
131	0.005256883436
132	0.005191903373
133	0.005114733457
134	0.005055684342
135	0.005008680317
136	0.004965089033
137	0.004924666367
138	0.00487496901
139	0.004792183307
140	0.004757948055
141	0.004738803506
142	0.004668375816
143	0.004604149197
144	0.004541140474
145	0.004506494549
146	0.00444526667
147	0.004388918077
148	0.004356850458
149	0.004326912626
150	0.004291959954
151	0.004240600767
152	0.004186846872
153	0.004141930504
154	0.004093537665
155	0.004065812165
156	0.004039876522
157	0.003993578343
158	0.003952496308
159	0.003928039716
160	0.003884047018
161	0.003846241205
162	0.003823112511
163	0.00380145712
164	0.003780970367
165	0.003745795472
166	0.00371065238
167	0.00368555292
168	0.003646446443
169	0.003617199426
170	0.003589623563
171	0.003568005273
172	0.00354277209
173	0.00349452596
174	0.003473588871
175	0.003451329152
176	0.003415173354
177	0.003395950294
178	0.003375456938
179	0.003356460823
180	0.003331374841
181	0.003307741587
182	0.003285384364
183	0.00325006511
184	0.003228172876
185	0.003207452243
186	0.003181673523
187	0.003162403601
188	0.00314348925
189	0.003125985083
190	0.003091344395
191	0.00306717089
192	0.003050518882
193	0.003029948136
194	0.003010054083
195	0.003000198373
196	0.002969105789
197	0.002952935989
198	0.002933045982
199	0.002909742204
200	0.00289507809
201	0.002879557276
202	0.002855798941
203	0.00284226369
204	0.00281961384
205	0.002803102806
206	0.002780096641
207	0.002755242697
208	0.002742710135
209	0.002729670174
210	0.0027072288
211	0.002686797135
212	0.002667432108
213	0.0026557401
214	0.002635127411
215	0.002615059735
216	0.002603862274
217	0.002593255968
218	0.00257560776
219	0.002557202844
220	0.002550333266
221	0.002531775997
222	0.002521514324
223	0.002504136974
224	0.002494221092
225	0.002476634075
226	0.002467056999
227	0.002451551361
228	0.002434991067
229	0.002425694789
230	0.002407230399
231	0.002391517077
232	0.002377102923
233	0.002363688889
234	0.002349328141
235	0.002332246378
236	0.00232353564
237	0.002309875145
238	0.002296607918
239	0.00228198658
240	0.002273522507
241	0.002260784804
242	0.002248500453
243	0.002234701016
244	0.002226419259
245	0.002224763895
246	0.002212749981
247	0.00219562009
248	0.002187640758
249	0.002171503978
250	0.002161569703
251	0.002149291625
252	0.002141740633
253	0.002134521024
254	0.002121856605
255	0.002111570646
256	0.002104536696
257	0.00209239633
258	0.002083059907
259	0.002071744751
260	0.002070306344
261	0.002058921536
262	0.002050229359
263	0.002039067968
264	0.002028319723
265	0.002017670501
266	0.002008364041
267	0.001999371144
268	0.001988662538
269	0.001980000933
270	0.001971335764
271	0.001960696296
272	0.001950481392
273	0.001940303298
274	0.001930510745
275	0.0019227999
276	0.001913238584
277	0.001903904991
278	0.001897407321
279	0.001896107459
280	0.00188793888
281	0.001878959699
282	0.001872663371
283	0.001864787176
284	0.001856131499
285	0.001849968616
286	0.001841313996
287	0.00183180741
288	0.001825923054
289	0.00181470619
290	0.00180648689
291	0.001798443059
292	0.001791227832
293	0.001782052478
294	0.001776334705
295	0.001775170096
296	0.001768179975
297	0.001760519048
298	0.001755012666
299	0.00174742759
300	0.001739619428
301	0.001730426474
302	0.001722446967
303	0.001714805245
304	0.001706092624
305	0.001698459895
306	0.001690828364
307	0.001685008037
308	0.001677727862
309	0.001664803124
310	0.001657471663
311	0.00165053444
312	0.00164357022
313	0.00163666187
314	0.001630157141
315	0.001623514888
316	0.001616056088
317	0.0016096328
318	0.00160234136
